銘柄コード,企業名,価格,利回り(%),年間配当,セクター,配当内訳
2237,ｉＦｒｅｅＥＴＦ　Ｓ＆Ｐ５００レバレッジ,118500.0,38,456.0,,"ex:2025-09-10|pay:2025-12:261.0, ex:2026-03-10|pay:2026-06:195.0"
2238,ｉＦｒｅｅＥＴＦ　Ｓ＆Ｐ５００インバース,5364.0,0,0.0,,
2239,上場インデックスファンドＳ＆Ｐ５００先物レバレッジ２倍,25830.0,0,0.0,,
223A,グローバルＸ　ＡＩ＆ビッグデータ　ＥＴＦ,1732.0,6,1.0,,ex:2026-01-22|pay:2026-04:1.0
2240,上場インデックスファンドＳ＆Ｐ５００先物インバース,5435.0,0,0.0,,
2241,ＭＡＸＩＳ　ＮＹダウ上場投信,879.5,150,13.2,,"ex:2025-05-26|pay:2025-08:3.7, ex:2025-11-26|pay:2026-02:9.5"
2242,ＭＡＸＩＳ　ＮＹダウ上場投信（為替ヘッジあり）,646.0,133,8.6,,"ex:2025-05-26|pay:2025-08:4.2, ex:2025-11-26|pay:2026-02:4.4"
2243,グローバルＸ　半導体　ＥＴＦ,4400.0,11,5.0,,"ex:2025-09-22|pay:2025-12:4.0, ex:2026-03-23|pay:2026-06:1.0"
2244,グローバルＸ　ＵＳ　テック・トップ２０　ＥＴＦ,3486.0,0,0.0,,
2245,ＮＥＸＴ　ＦＵＮＤＳ　ブルームバーグ・ドイツ国債（７－１０年）インデックス（為替ヘッジあり）連動型上場投信,708.9,240,17.0,,"ex:2025-06-05|pay:2025-09:4.5, ex:2025-09-04|pay:2025-12:4.2, ex:2025-12-04|pay:2026-03:4.2, ex:2026-03-05|pay:2026-06:4.1"
2246,ＮＥＸＴ　ＦＵＮＤＳ　ブルームバーグ・フランス国債（７－１０年）インデックス（為替ヘッジあり）連動型上場投信,718.0,301,21.6,,"ex:2025-06-05|pay:2025-09:4.3, ex:2025-09-04|pay:2025-12:7.3, ex:2025-12-04|pay:2026-03:5.4, ex:2026-03-05|pay:2026-06:4.6"
2247,ｉＦｒｅｅＥＴＦ　Ｓ＆Ｐ５００（為替ヘッジなし）,2218.0,68,15.0,,"ex:2025-09-09|pay:2025-12:7.0, ex:2026-03-09|pay:2026-06:8.0"
2248,ｉＦｒｅｅＥＴＦ　Ｓ＆Ｐ５００（為替ヘッジあり）,2693.0,100,27.0,,"ex:2025-09-09|pay:2025-12:10.0, ex:2026-03-09|pay:2026-06:17.0"
2249,ｉＦｒｅｅＥＴＦ　Ｓ＆Ｐ５００ダブルインバース,9951.0,39,39.0,,"ex:2025-09-09|pay:2025-12:14.0, ex:2026-03-09|pay:2026-06:25.0"
224A,グローバルＸ　ウラニウムビジネス　ＥＴＦ,1851.0,249,46.0,,ex:2026-01-22|pay:2026-04:46.0
2250,ｉシェアーズ　ＭＳＣＩ　ジャパン気候変動アクション　ＥＴＦ,345.9,191,6.6,,"ex:2025-08-09|pay:2025-11:2.7, ex:2026-02-09|pay:2026-05:3.9"
2251,ＮＥＸＴ　ＦＵＮＤＳ　ＪＰＸ国債先物ダブルインバース指数連動型上場投信,897.0,0,0.0,,
2252,グローバルＸ　Ｍｏｒｎｉｎｇｓｔａｒ　米国中小型　Ｍｏａｔ　ＥＴＦ,1355.0,81,11.0,,"ex:2025-09-24|pay:2025-12:4.0, ex:2026-03-24|pay:2026-06:7.0"
2253,グローバルＸ　スーパーディビィデンド－ＵＳ　ＥＴＦ,1317.0,524,69.0,,"ex:2025-05-22|pay:2025-08:10.0, ex:2025-07-24|pay:2025-10:13.0, ex:2025-09-24|pay:2025-12:11.0, ex:2025-11-24|pay:2026-02:15.0, ex:2026-01-24|pay:2026-04:10.0, ex:2026-03-24|pay:2026-06:10.0"
2254,グローバルＸ　チャイナＥＶ＆バッテリー　ＥＴＦ,1332.0,0,0.0,,
2255,ｉシェアーズ　米国債２０年超　ＥＴＦ,204.3,392,8.0,,"ex:2025-07-10|pay:2025-10:1.8, ex:2025-10-09|pay:2026-01:2.1, ex:2026-01-08|pay:2026-04:1.9, ex:2026-04-09|pay:2026-07:2.2"
2256,ｉシェアーズ　米国総合債券　ＥＴＦ,221.9,329,7.3,,"ex:2025-07-10|pay:2025-10:1.8, ex:2025-10-09|pay:2026-01:2.0, ex:2026-01-08|pay:2026-04:1.9, ex:2026-04-09|pay:2026-07:1.6"
2257,ｉシェアーズ　米ドル建て投資適格社債　ＥＴＦ,223.6,389,8.7,,"ex:2025-07-10|pay:2025-10:2.2, ex:2025-10-09|pay:2026-01:2.4, ex:2026-01-08|pay:2026-04:1.8, ex:2026-04-09|pay:2026-07:2.3"
2258,ｉシェアーズ　米ドル建てハイイールド社債　ＥＴＦ,225.8,611,13.8,,"ex:2025-07-10|pay:2025-10:3.3, ex:2025-10-09|pay:2026-01:3.4, ex:2026-01-08|pay:2026-04:3.3, ex:2026-04-09|pay:2026-07:3.8"
2259,ｉシェアーズ　フランス国債７－１０年　ＥＴＦ（為替ヘッジあり）,184.6,309,5.7,,"ex:2025-07-10|pay:2025-10:1.4, ex:2025-10-09|pay:2026-01:1.4, ex:2026-01-08|pay:2026-04:1.4, ex:2026-04-09|pay:2026-07:1.5"
2264,森永乳業,4522.0,55,25.0,生活必需品,"ex:2025-09-29|pay:2025-12:45.0, ex:2026-03-30|pay:2026-06:55.0"
2266,六甲バター,1099.0,182,20.0,生活必需品,ex:2025-12-29|pay:2026-03:20.0
2267,ヤクルト本社,2761.5,261,72.0,生活必需品,"ex:2025-09-29|pay:2025-12:33.0, ex:2026-03-30|pay:2026-06:37.0"
2268,Ｂ－Ｒ　サーティワン　アイスクリーム,4085.0,147,60.0,生活必需品,"ex:2025-06-27|pay:2025-09:25.0, ex:2025-12-29|pay:2026-03:55.0"
2269,明治ホールディングス,3701.0,297,110.0,生活必需品,"ex:2025-09-29|pay:2025-12:52.5, ex:2026-03-30|pay:2026-06:52.5"
226A,勝美ジャパン,600.0,263,15.79,生活必需品,ex:2025-11-27|pay:2026-02:15.79
2270,雪印メグミルク,3420.0,292,100.0,生活必需品,ex:2026-03-30|pay:2026-06:100.0
227A,ＩＮＳＩＧＨＴ　ＬＡＢ,1230.0,0,0.0,情報技術,
2281,プリマハム,2507.0,319,80.0,生活必需品,"ex:2025-09-29|pay:2025-12:40.0, ex:2026-03-30|pay:2026-06:40.0"
2282,日本ハム,6108.0,295,180.0,生活必需品,ex:2026-03-30|pay:2026-06:160.0
2286,林兼産業,904.0,498,45.0,生活必需品,ex:2026-03-30|pay:2026-06:43.0
2288,丸大食品,2293.0,349,80.0,生活必需品,ex:2026-03-30|pay:2026-06:70.0
228A,オプロ,1485.0,0,0.0,情報技術,
2291,福留ハム,565.0,0,0.0,生活必需品,
2292,Ｓ　Ｆｏｏｄｓ,2841.0,387,110.0,生活必需品,"ex:2025-08-28|pay:2025-11:52.0, ex:2026-02-26|pay:2026-05:52.0"
2293,滝沢ハム,2668.0,75,20.0,生活必需品,
2294,柿安本店,2583.0,329,85.0,生活必需品,ex:2026-04-28|pay:2026-07:85.0
2296,伊藤ハム米久ホールディングス,4965.0,312,155.0,生活必需品,"ex:2025-06-27|pay:2025-09:85.0, ex:2025-09-29|pay:2025-12:70.0, ex:2025-12-29|pay:2026-03:90.0, ex:2026-03-30|pay:2026-06:75.0"
229A,アスミホールディングス,760.0,0,0.0,資本財,
2300,きょくとう,501.0,220,11.0,一般消費財,"ex:2025-08-28|pay:2025-11:5.5, ex:2026-02-26|pay:2026-05:5.5"
2301,学情,1583.0,467,74.0,資本財,"ex:2025-10-30|pay:2026-01:34.0, ex:2026-04-28|pay:2026-07:37.0"
2303,ドーン,2649.0,106,28.0,情報技術,ex:2025-05-29|pay:2025-08:24.0
2304,ＣＳＳホールディングス,943.0,424,40.0,資本財,"ex:2025-09-29|pay:2025-12:30.0, ex:2026-03-30|pay:2026-06:15.0"
2305,スタジオアリス,1776.0,282,50.0,一般消費財,ex:2026-02-26|pay:2026-05:50.0
2307,クロスキャット,925.0,422,39.0,情報技術,ex:2026-03-30|pay:2026-06:37.0
2311,エプコ,814.0,491,40.0,資本財,"ex:2025-06-27|pay:2025-09:14.0, ex:2025-12-29|pay:2026-03:21.0"
2315,ＣＡＩＣＡ　ＤＩＧＩＴＡＬ,62.0,0,0.0,情報技術,
2317,システナ,412.0,437,18.0,情報技術,"ex:2025-09-29|pay:2025-12:6.0, ex:2026-03-30|pay:2026-06:8.0"
2321,ソフトフロントホールディングス,167.0,0,0.0,情報技術,
2323,ｆｏｎｆｕｎ,343.0,0,0.0,情報技術,
2325,ＮＪＳ,5070.0,217,110.0,資本財,"ex:2025-06-27|pay:2025-09:50.0, ex:2025-12-29|pay:2026-03:55.0"
2326,デジタルアーツ,4240.0,236,100.0,情報技術,"ex:2025-09-29|pay:2025-12:45.0, ex:2026-03-30|pay:2026-06:50.0"
2327,日鉄ソリューションズ,3476.0,250,87.0,情報技術,"ex:2025-09-29|pay:2025-12:40.0, ex:2026-03-30|pay:2026-06:45.0"
2329,東北新社,608.0,445,27.08,コミュニケーション・サービス,"ex:2025-06-27|pay:2025-09:6.76, ex:2025-09-29|pay:2025-12:6.77, ex:2025-12-29|pay:2026-03:6.76, ex:2026-03-30|pay:2026-06:6.77"
2330,フォーサイド,77.0,0,0.0,一般消費財,
2331,ＡＬＳＯＫ,1094.0,302,33.0,資本財,"ex:2025-09-29|pay:2025-12:14.6, ex:2026-03-30|pay:2026-06:14.6"
2332,クエスト,1731.0,352,61.0,情報技術,ex:2026-03-30|pay:2026-06:58.0
2334,イオレ,543.0,0,0.0,情報技術,
2335,キューブシステム,1020.0,471,48.0,情報技術,"ex:2025-09-29|pay:2025-12:20.0, ex:2026-03-30|pay:2026-06:26.0"
2337,いちご,489.0,317,15.5,不動産,ex:2026-02-26|pay:2026-05:11.5
2338,クオンタムソリューションズ,103.0,0,0.0,情報技術,
233A,ｉＦｒｅｅＥＴＦ　インドＮｉｆｔｙ５０,1819.0,55,10.0,,"ex:2025-09-03|pay:2025-12:8.0, ex:2026-03-03|pay:2026-06:2.0"
2340,極楽湯ホールディングス,480.0,0,0.0,一般消費財,
2341,アルバイトタイムス,167.0,299,5.0,コミュニケーション・サービス,ex:2026-02-26|pay:2026-05:5.0
2342,トランスジェニックグループ,248.0,0,0.0,ヘルスケア,
2344,平安レイサービス,1493.0,241,36.0,一般消費財,ex:2025-09-29|pay:2025-12:18.0
2345,クシム,239.0,0,0.0,情報技術,
2349,エヌアイデイ,2316.0,130,30.0,情報技術,ex:2026-03-30|pay:2026-06:29.0
234A,グローバルＸ　ＭＳＣＩ　キャッシュフローキング－日本株式　ＥＴＦ,1419.0,226,32.0,,"ex:2025-08-21|pay:2025-11:22.0, ex:2026-02-20|pay:2026-05:10.0"
2351,ＡＳＪ,367.0,163,6.0,情報技術,ex:2026-03-30|pay:2026-06:3.0
2353,日本駐車場開発,252.0,357,9.0,資本財,ex:2025-07-30|pay:2025-10:8.0
2354,ＹＥ　ＤＩＧＩＴＡＬ,888.0,338,30.0,情報技術,"ex:2025-08-28|pay:2025-11:10.0, ex:2026-02-26|pay:2026-05:10.0"
2359,コア,2053.0,292,60.0,情報技術,"ex:2025-09-29|pay:2025-12:15.0, ex:2026-03-30|pay:2026-06:45.0"
235A,グローバルＸ　高配当３０－日本株式　ＥＴＦ,1362.0,264,36.0,,"ex:2025-05-22|pay:2025-08:13.0, ex:2025-08-21|pay:2025-11:3.0, ex:2025-11-20|pay:2026-02:16.0, ex:2026-02-20|pay:2026-05:4.0"
236A,ｉシェアーズ　日本国債７－１０年　ＥＴＦ,442.3,133,5.9,,"ex:2025-07-10|pay:2025-10:1.7, ex:2025-10-09|pay:2026-01:1.3, ex:2026-01-08|pay:2026-04:1.4, ex:2026-04-09|pay:2026-07:1.5"
