銘柄コード,企業名,価格,利回り(%),年間配当,セクター,配当内訳
6005,三浦工業,3381.0,127,43.0,資本財,"ex:2025-09-29|pay:2025-12:30.0, ex:2026-03-30|pay:2026-06:42.0"
6013,タクマ,3255.0,332,108.0,資本財,"ex:2025-09-29|pay:2025-12:39.0, ex:2026-03-30|pay:2026-06:54.0"
6016,ジャパンエンジンコーポレーション,11050.0,90,100.0,資本財,"ex:2025-09-29|pay:2025-12:20.0, ex:2026-03-30|pay:2026-06:68.0"
6018,阪神内燃機工業,5160.0,176,91.0,資本財,"ex:2025-09-29|pay:2025-12:35.0, ex:2026-03-30|pay:2026-06:56.0"
6022,赤阪鐵工所,2811.0,107,30.0,資本財,ex:2026-03-30|pay:2026-06:30.0
6023,ダイハツインフィニアース,3295.0,209,69.0,資本財,ex:2026-03-30|pay:2026-06:69.0
6027,弁護士ドットコム,2710.0,0,0.0,資本財,
6029,アトラグループ,186.0,0,0.0,ヘルスケア,
6030,アドベンチャー,1274.0,0,0.0,一般消費財,
6031,ＺＥＴＡ,235.0,191,4.5,情報技術,ex:2025-12-29|pay:2026-03:4.4
6033,エクストリーム,1367.0,497,68.0,コミュニケーション・サービス,ex:2026-03-30|pay:2026-06:62.0
6034,ＭＲＴ,636.0,0,0.0,ヘルスケア,
6035,アイ・アールジャパンホールディングス,792.0,379,30.0,資本財,"ex:2025-09-29|pay:2025-12:13.0, ex:2026-03-30|pay:2026-06:15.0"
6036,ＫｅｅＰｅｒ技研,2725.0,220,60.0,素材,"ex:2025-06-27|pay:2025-09:60.0, ex:2026-03-30|pay:2026-06:40.0"
6037,楽待,917.0,142,13.0,コミュニケーション・サービス,"ex:2025-07-30|pay:2025-10:5.0, ex:2026-01-29|pay:2026-04:6.5"
6038,イード,919.0,501,46.0,コミュニケーション・サービス,ex:2025-06-27|pay:2025-09:22.0
6039,日本動物高度医療センター,1248.0,64,8.0,一般消費財,ex:2026-03-30|pay:2026-06:8.0
6040,日本スキー場開発,451.0,111,5.0,一般消費財,"ex:2025-07-30|pay:2025-10:3.5, ex:2026-01-29|pay:2026-04:1.5"
6042,ニッキ,4190.0,573,240.0,一般消費財,ex:2026-03-30|pay:2026-06:120.0
6044,三機サービス,1710.0,164,28.0,資本財,ex:2025-05-29|pay:2025-08:25.0
6045,レントラックス,1563.0,166,26.0,コミュニケーション・サービス,"ex:2025-09-29|pay:2025-12:12.0, ex:2026-03-30|pay:2026-06:12.0"
6046,リンクバル,133.0,0,0.0,コミュニケーション・サービス,
6047,Ｇｕｎｏｓｙ,520.0,352,18.3,情報技術,ex:2025-05-29|pay:2025-08:18.3
6049,イトクロ,261.0,0,0.0,コミュニケーション・サービス,
6050,イー・ガーディアン,1688.0,225,38.0,情報技術,ex:2025-09-29|pay:2025-12:35.0
6054,リブセンス,115.0,0,0.0,コミュニケーション・サービス,
6055,ジャパンマテリアル,1992.0,351,70.0,資本財,ex:2026-03-30|pay:2026-06:32.0
6058,ベクトル,1259.0,286,36.0,コミュニケーション・サービス,ex:2026-02-26|pay:2026-05:33.0
6059,ウチヤマホールディングス,344.0,291,10.0,ヘルスケア,"ex:2025-09-29|pay:2025-12:5.0, ex:2026-03-30|pay:2026-06:5.0"
6061,ユニバーサル園芸社,2704.0,48,13.0,一般消費財,ex:2025-06-27|pay:2025-09:13.0
6062,チャーム・ケア・コーポレーション,1253.0,271,34.0,ヘルスケア,"ex:2025-06-27|pay:2025-09:34.0, ex:2025-12-29|pay:2026-03:20.0"
6063,日本エマージェンシーアシスタンス,842.0,107,9.0,ヘルスケア,ex:2025-12-29|pay:2026-03:9.0
6069,トレンダーズ,624.0,577,36.0,コミュニケーション・サービス,ex:2026-03-30|pay:2026-06:35.0
6070,キャリアリンク,2250.0,533,120.0,資本財,ex:2026-03-30|pay:2026-06:120.0
6071,ＩＢＪ,743.0,175,13.0,一般消費財,ex:2025-12-29|pay:2026-03:10.0
6072,地盤ネットホールディングス,1098.0,0,0.0,資本財,
6073,アサンテ,1380.0,449,62.0,一般消費財,"ex:2025-09-29|pay:2025-12:31.0, ex:2026-03-30|pay:2026-06:31.0"
6074,ジェイエスエス,517.0,406,21.0,一般消費財,"ex:2025-09-29|pay:2025-12:10.0, ex:2026-03-30|pay:2026-06:10.0"
6078,バリューＨＲ,1406.0,192,27.0,ヘルスケア,"ex:2025-06-27|pay:2025-09:13.0, ex:2025-12-29|pay:2026-03:13.0"
6080,Ｍ＆Ａキャピタルパートナーズ,3370.0,203,68.34,金融,ex:2025-09-29|pay:2025-12:52.1
6081,アライドアーキテクツ,233.0,0,0.0,コミュニケーション・サービス,
6082,ライドオンエクスプレスホールディングス,984.0,305,30.0,一般消費財,ex:2026-03-30|pay:2026-06:15.0
6083,ＥＲＩホールディングス,4050.0,272,110.0,資本財,"ex:2025-05-29|pay:2025-08:30.0, ex:2025-11-27|pay:2026-02:55.0"
6085,アーキテクツ・スタジオ・ジャパン,504.0,0,0.0,資本財,
6086,シンメンテホールディングス,1117.0,197,22.0,資本財,ex:2026-02-26|pay:2026-05:20.0
6087,アビスト,3400.0,300,102.0,資本財,ex:2025-09-29|pay:2025-12:102.0
6088,シグマクシス・ホールディングス,589.0,441,26.0,資本財,ex:2026-03-30|pay:2026-06:26.0
6089,ウィルグループ,1048.0,840,88.0,資本財,ex:2026-03-30|pay:2026-06:44.0
6090,ヒューマン・メタボローム・テクノロジーズ,626.0,288,18.0,ヘルスケア,ex:2025-06-27|pay:2025-09:15.0
6091,ウエスコホールディングス,844.0,332,28.0,資本財,ex:2025-07-30|pay:2025-10:24.0
6092,エンバイオ・ホールディングス,789.0,608,48.0,資本財,ex:2026-03-30|pay:2026-06:9.0
6093,エスクロー・エージェント・ジャパン,162.0,370,6.0,資本財,ex:2026-02-26|pay:2026-05:6.0
6094,フリークアウト・ホールディングス,730.0,0,0.0,コミュニケーション・サービス,
6096,レアジョブ,332.0,241,8.0,生活必需品,ex:2026-03-30|pay:2026-06:8.0
6098,リクルートホールディングス,7825.0,33,26.0,コミュニケーション・サービス,"ex:2025-09-29|pay:2025-12:12.5, ex:2026-03-30|pay:2026-06:12.5"
6099,エラン,717.0,223,16.0,ヘルスケア,ex:2025-12-29|pay:2026-03:15.0
6101,ツガミ,5960.0,164,98.0,資本財,"ex:2025-09-29|pay:2025-12:36.0, ex:2026-03-30|pay:2026-06:49.0"
6103,オークマ,4795.0,209,100.0,資本財,"ex:2025-09-29|pay:2025-12:50.0, ex:2026-03-30|pay:2026-06:50.0"
6104,芝浦機械,4915.0,285,140.0,資本財,"ex:2025-09-29|pay:2025-12:70.0, ex:2026-03-30|pay:2026-06:70.0"
6113,アマダ,2813.0,228,64.0,資本財,"ex:2025-09-29|pay:2025-12:31.0, ex:2026-03-30|pay:2026-06:31.0"
6118,アイダエンジニアリング,1324.0,295,39.0,資本財,ex:2026-03-30|pay:2026-06:39.0
6125,岡本工作機械製作所,4755.0,336,160.0,資本財,"ex:2025-09-29|pay:2025-12:80.0, ex:2026-03-30|pay:2026-06:80.0"
6134,ＦＵＪＩ,7993.0,238,190.0,資本財,"ex:2025-09-29|pay:2025-12:40.0, ex:2026-03-30|pay:2026-06:50.0"
6135,牧野フライス製作所,13620.0,264,360.0,資本財,ex:2026-03-30|pay:2026-06:270.0
6136,オーエスジー,3530.0,238,84.0,資本財,"ex:2025-05-29|pay:2025-08:28.0, ex:2025-11-27|pay:2026-02:60.0"
6137,小池酸素工業,1727.0,290,50.0,資本財,ex:2026-03-30|pay:2026-06:50.0
6138,ダイジェット工業,1001.0,899,90.0,資本財,ex:2026-03-30|pay:2026-06:55.0
6140,旭ダイヤモンド工業,1336.0,254,34.0,資本財,"ex:2025-09-29|pay:2025-12:15.0, ex:2026-03-30|pay:2026-06:15.0"
6141,ＤＭＧ森精機,3569.0,294,105.0,資本財,"ex:2025-06-27|pay:2025-09:50.0, ex:2025-12-29|pay:2026-03:55.0"
6143,ソディック,1664.0,174,29.0,資本財,"ex:2025-06-27|pay:2025-09:14.0, ex:2025-12-29|pay:2026-03:15.0"
6144,西部電機,3200.0,281,90.0,資本財,"ex:2025-09-29|pay:2025-12:42.0, ex:2026-03-30|pay:2026-06:42.0"
6145,ＮＩＴＴＯＫＵ,2721.0,228,62.0,資本財,"ex:2025-09-29|pay:2025-12:30.0, ex:2026-03-30|pay:2026-06:32.0"
6146,ディスコ,64900.0,78,505.0,情報技術,"ex:2025-09-29|pay:2025-12:129.0, ex:2026-03-30|pay:2026-06:376.0"
6147,ヤマザキ,261.0,383,10.0,資本財,ex:2026-03-30|pay:2026-06:10.0
6149,小田原エンジニアリング,1987.0,352,70.0,資本財,ex:2025-12-29|pay:2026-03:70.0
6150,タケダ機械,3060.0,261,80.0,資本財,ex:2025-05-29|pay:2025-08:80.0
6151,日東工器,1620.0,198,32.0,資本財,"ex:2025-09-29|pay:2025-12:20.0, ex:2026-03-30|pay:2026-06:20.0"
6155,高松機械工業,480.0,208,10.0,資本財,"ex:2025-09-29|pay:2025-12:5.0, ex:2026-03-30|pay:2026-06:5.0"
6156,エーワン精密,2040.0,490,100.0,資本財,ex:2025-06-27|pay:2025-09:100.0
6157,日進工具,849.0,353,30.0,資本財,"ex:2025-09-29|pay:2025-12:15.0, ex:2026-03-30|pay:2026-06:15.0"
6158,和井田製作所,995.0,362,36.0,資本財,"ex:2025-09-29|pay:2025-12:17.0, ex:2026-03-30|pay:2026-06:17.0"
6159,ミクロン精密,2099.0,57,12.0,資本財,ex:2025-08-28|pay:2025-11:20.0
6161,エスティック,1014.0,306,31.0,資本財,ex:2026-03-18|pay:2026-06:29.0
6165,パンチ工業,461.0,434,20.0,資本財,"ex:2025-09-29|pay:2025-12:9.13, ex:2026-03-30|pay:2026-06:10.43"
6166,中村超硬,571.0,88,5.0,資本財,ex:2026-03-30|pay:2026-06:5.0
6167,冨士ダイス,1009.0,793,80.0,資本財,ex:2026-03-30|pay:2026-06:40.0
6168,ＯＮＥ　ＧＲＯＵＰ,486.0,0,0.0,,
6171,土木管理総合試験所,389.0,308,12.0,資本財,"ex:2025-06-27|pay:2025-09:6.0, ex:2025-12-29|pay:2026-03:6.0"
6173,アクアライン,22.0,0,0.0,資本財,
6174,デンタス,3200.0,0,0.0,,
6176,ブランジスタ,947.0,317,30.0,コミュニケーション・サービス,"ex:2025-09-29|pay:2025-12:10.0, ex:2026-03-30|pay:2026-06:25.0"
6177,ＡｐｐＢａｎｋ,92.0,0,0.0,コミュニケーション・サービス,
6178,日本郵政,1957.0,255,50.0,金融,"ex:2025-09-29|pay:2025-12:25.0, ex:2026-03-30|pay:2026-06:25.0"
6180,ＧＭＯメディア,3785.0,555,210.0,コミュニケーション・サービス,ex:2025-12-29|pay:2026-03:241.0
6181,タメニー,86.0,0,0.0,一般消費財,
6182,メタリアル,453.0,0,0.0,情報技術,
6183,ベルシステム２４ホールディングス,1438.0,417,60.0,資本財,"ex:2025-08-28|pay:2025-11:30.0, ex:2026-02-26|pay:2026-05:30.0"
6184,鎌倉新書,460.0,435,20.0,一般消費財,ex:2026-01-29|pay:2026-04:20.0
6185,ＳＭＮ,404.0,0,0.0,コミュニケーション・サービス,
6186,一蔵,377.0,424,16.0,一般消費財,ex:2026-03-30|pay:2026-06:14.0
6189,グローバルキッズＣＯＭＰＡＮＹ,956.0,418,40.0,資本財,"ex:2025-09-29|pay:2025-12:20.0, ex:2026-03-30|pay:2026-06:20.0"
6190,フェニックスバイオ,442.0,0,0.0,ヘルスケア,
6191,エアトリ,669.0,149,10.0,一般消費財,ex:2025-09-29|pay:2025-12:10.0
6193,バーチャレクス・ホールディングス,938.0,160,15.0,情報技術,ex:2026-03-30|pay:2026-06:15.0
6194,アトラエ,715.0,895,64.0,資本財,ex:2025-09-29|pay:2025-12:31.0
6195,ホープ,216.0,211,4.55,コミュニケーション・サービス,
6196,ストライク,1220.0,1475,180.0,金融,ex:2025-09-29|pay:2025-12:60.0
6197,ソラスト,1112.0,198,22.0,ヘルスケア,ex:2025-09-29|pay:2025-12:11.0
6198,キャリア,234.0,0,0.0,資本財,
6199,セラク,1199.0,145,17.4,情報技術,ex:2025-08-28|pay:2025-11:13.2
6200,インソース,636.0,464,29.5,生活必需品,ex:2025-09-29|pay:2025-12:25.0
6201,豊田自動織機,20425.0,137,280.0,資本財,
6203,豊和工業,1388.0,288,40.0,資本財,ex:2026-03-30|pay:2026-06:20.0
6208,石川製作所,1750.0,114,20.0,資本財,ex:2026-03-30|pay:2026-06:20.0
6209,リケンＮＰＲ,4035.0,520,210.0,一般消費財,"ex:2025-09-29|pay:2025-12:45.0, ex:2026-03-30|pay:2026-06:115.0"
6210,ＴＯＹＯイノベックス,655.0,534,35.0,資本財,"ex:2025-09-29|pay:2025-12:17.5, ex:2026-03-30|pay:2026-06:17.5"
6217,津田駒工業,1930.0,0,0.0,資本財,
6218,エンシュウ,570.0,421,24.0,資本財,ex:2026-03-30|pay:2026-06:10.0
6222,島精機製作所,930.0,215,20.0,資本財,"ex:2025-09-29|pay:2025-12:10.0, ex:2026-03-30|pay:2026-06:10.0"
6223,西部技研,2294.0,305,70.0,資本財,ex:2025-12-29|pay:2026-03:70.0
6224,ＪＲＣ,1277.0,235,30.0,資本財,"ex:2025-08-28|pay:2025-11:14.0, ex:2026-02-26|pay:2026-05:19.0"
6226,守谷輸送機工業,2348.0,162,38.0,資本財,"ex:2025-09-29|pay:2025-12:10.0, ex:2026-03-30|pay:2026-06:19.5"
6227,ＡＩメカテック,6250.0,27,17.0,情報技術,ex:2025-06-27|pay:2025-09:15.0
6228,ジェイ・イー・ティ,594.0,101,6.0,情報技術,
6229,オーケーエム,1680.0,595,100.0,資本財,ex:2026-03-30|pay:2026-06:55.0
6230,ＳＡＮＥＩ,2170.0,350,76.0,資本財,"ex:2025-09-29|pay:2025-12:32.0, ex:2026-03-30|pay:2026-06:37.0"
6231,木村工機,12340.0,324,400.0,資本財,ex:2026-03-30|pay:2026-06:200.0
6232,ＡＣＳＬ,3115.0,0,0.0,情報技術,
6233,ＫＬＡＳＳ,403.0,248,10.0,資本財,ex:2025-09-29|pay:2025-12:10.0
6235,オプトラン,3980.0,141,56.0,資本財,"ex:2025-06-27|pay:2025-09:27.0, ex:2025-12-29|pay:2026-03:27.0"
6237,イワキポンプ,2939.0,320,94.0,資本財,"ex:2025-09-29|pay:2025-12:35.0, ex:2026-03-30|pay:2026-06:42.0"
6238,フリュー,1178.0,679,80.0,一般消費財,ex:2026-03-30|pay:2026-06:40.0
6239,ナガオカ,1303.0,269,35.0,エネルギー,ex:2025-06-27|pay:2025-09:35.0
6240,ヤマシンフィルタ,576.0,347,20.0,資本財,"ex:2025-09-29|pay:2025-12:8.0, ex:2026-03-30|pay:2026-06:10.0"
6245,ヒラノテクシード,1672.0,502,84.0,資本財,"ex:2025-09-29|pay:2025-12:42.0, ex:2026-03-30|pay:2026-06:42.0"
6246,テクノスマート,1776.0,518,92.0,資本財,"ex:2025-09-29|pay:2025-12:44.0, ex:2026-03-30|pay:2026-06:46.0"
6247,日阪製作所,1461.0,383,56.0,資本財,"ex:2025-09-29|pay:2025-12:27.0, ex:2026-03-30|pay:2026-06:28.0"
6248,横田製作所,1783.0,337,60.0,資本財,"ex:2025-09-29|pay:2025-12:20.0, ex:2026-03-30|pay:2026-06:40.0"
6249,ゲームカードホールディングス,2369.0,422,100.0,資本財,"ex:2025-09-29|pay:2025-12:50.0, ex:2026-03-30|pay:2026-06:50.0"
6250,やまびこ,3815.0,288,110.0,資本財,"ex:2025-06-27|pay:2025-09:45.0, ex:2025-12-29|pay:2026-03:45.0"
6254,野村マイクロ・サイエンス,4950.0,222,110.0,資本財,"ex:2025-09-29|pay:2025-12:20.0, ex:2026-03-30|pay:2026-06:61.0"
6255,エヌ・ピー・シー,744.0,134,10.0,資本財,ex:2025-08-28|pay:2025-11:10.0
6257,藤商事,998.0,501,50.0,一般消費財,"ex:2025-09-29|pay:2025-12:25.0, ex:2026-03-30|pay:2026-06:25.0"
6258,平田機工,3050.0,475,145.0,資本財,ex:2026-03-30|pay:2026-06:70.0
6262,ＰＥＧＡＳＵＳ,783.0,383,30.0,資本財,"ex:2025-09-29|pay:2025-12:10.0, ex:2026-03-30|pay:2026-06:20.0"
6264,マルマエ,2404.0,158,38.0,資本財,"ex:2025-08-28|pay:2025-11:12.5, ex:2026-02-26|pay:2026-05:19.0"
6265,コンバム,3115.0,161,50.0,資本財,"ex:2025-06-27|pay:2025-09:25.0, ex:2025-12-29|pay:2026-03:25.0"
6266,タツモ,3195.0,106,34.0,情報技術,ex:2025-12-29|pay:2026-03:34.0
6267,ゼネラルパッカー,3640.0,330,120.0,資本財,"ex:2025-07-30|pay:2025-10:70.0, ex:2026-01-29|pay:2026-04:45.0"
6268,ナブテスコ,5657.0,145,82.0,資本財,"ex:2025-06-27|pay:2025-09:40.0, ex:2025-12-29|pay:2026-03:40.0"
6269,三井海洋開発,12235.0,163,200.0,エネルギー,"ex:2025-06-27|pay:2025-09:60.0, ex:2025-12-29|pay:2026-03:80.0"
6272,レオン自動機,1566.0,383,60.0,資本財,"ex:2025-09-29|pay:2025-12:27.0, ex:2026-03-30|pay:2026-06:31.0"
6273,ＳＭＣ,67880.0,147,1000.0,資本財,"ex:2025-09-29|pay:2025-12:500.0, ex:2026-03-30|pay:2026-06:500.0"
6276,シリウスビジョン,257.0,389,10.0,資本財,
6277,ホソカワミクロン,5700.0,228,130.0,資本財,"ex:2025-09-29|pay:2025-12:60.0, ex:2026-03-30|pay:2026-06:65.0"
6278,ユニオンツール,20160.0,64,130.0,資本財,"ex:2025-06-27|pay:2025-09:60.0, ex:2025-12-29|pay:2026-03:70.0"
6279,瑞光,911.0,176,16.0,資本財,"ex:2025-08-19|pay:2025-11:6.0, ex:2026-02-19|pay:2026-05:6.0"
6282,オイレス工業,2654.0,358,95.0,資本財,"ex:2025-09-29|pay:2025-12:42.0, ex:2026-03-30|pay:2026-06:43.0"
6284,日精エー・エス・ビー機械,9370.0,512,480.0,資本財,ex:2025-09-29|pay:2025-12:200.0
6286,靜甲,1519.0,184,28.0,資本財,"ex:2025-09-29|pay:2025-12:12.0, ex:2026-03-30|pay:2026-06:14.0"
6287,サトー,2160.0,370,80.0,資本財,"ex:2025-09-29|pay:2025-12:38.0, ex:2026-03-30|pay:2026-06:38.0"
6289,技研製作所,1865.0,290,54.0,資本財,"ex:2025-08-28|pay:2025-11:32.0, ex:2026-02-26|pay:2026-05:27.0"
6291,日本エアーテック,1308.0,420,55.0,資本財,ex:2025-12-29|pay:2026-03:55.0
6292,カワタ,807.0,471,38.0,資本財,"ex:2025-09-29|pay:2025-12:19.0, ex:2026-03-30|pay:2026-06:19.0"
6293,日精樹脂工業,873.0,481,42.0,資本財,"ex:2025-09-29|pay:2025-12:16.0, ex:2026-03-30|pay:2026-06:21.0"
6294,オカダアイヨン,2010.0,378,76.0,資本財,ex:2026-03-30|pay:2026-06:75.0
6298,ワイエイシイホールディングス,1401.0,328,46.0,情報技術,"ex:2025-09-29|pay:2025-12:20.0, ex:2026-03-30|pay:2026-06:20.0"
6301,小松製作所,6483.0,293,190.0,資本財,"ex:2025-09-29|pay:2025-12:95.0, ex:2026-03-30|pay:2026-06:95.0"
6302,住友重機械工業,5416.0,268,145.0,資本財,"ex:2025-06-27|pay:2025-09:60.0, ex:2025-12-29|pay:2026-03:65.0"
6305,日立建機,5226.0,364,190.0,資本財,"ex:2025-09-29|pay:2025-12:75.0, ex:2026-03-30|pay:2026-06:100.0"
6306,日工,842.0,499,42.0,資本財,"ex:2025-09-29|pay:2025-12:17.0, ex:2026-03-30|pay:2026-06:23.0"
6307,サンセイ,487.0,616,30.0,資本財,ex:2026-03-30|pay:2026-06:30.0
6309,巴工業,1788.0,403,72.0,資本財,"ex:2025-10-30|pay:2026-01:36.0, ex:2026-04-28|pay:2026-07:36.0"
6310,井関農機,1783.0,252,45.0,資本財,ex:2025-12-29|pay:2026-03:40.0
6315,ＴＯＷＡ,2579.0,93,24.0,情報技術,ex:2026-03-30|pay:2026-06:20.0
6316,丸山製作所,2435.0,308,75.0,資本財,ex:2025-09-29|pay:2025-12:80.0
6317,北川鉄工所,1646.0,389,64.0,資本財,"ex:2025-09-29|pay:2025-12:35.0, ex:2026-03-30|pay:2026-06:67.0"
6322,タクミナ,1565.0,345,54.0,資本財,"ex:2025-09-29|pay:2025-12:25.0, ex:2026-03-30|pay:2026-06:29.0"
6323,ローツェ,3739.0,53,20.0,情報技術,ex:2026-02-26|pay:2026-05:17.0
6324,ハーモニック・ドライブ・システムズ,7100.0,28,20.0,資本財,"ex:2025-09-29|pay:2025-12:10.0, ex:2026-03-30|pay:2026-06:10.0"
6325,タカキタ,402.0,249,10.0,資本財,"ex:2025-09-29|pay:2025-12:5.0, ex:2026-03-30|pay:2026-06:5.0"
6326,クボタ,2928.5,178,52.0,資本財,"ex:2025-06-27|pay:2025-09:25.0, ex:2025-12-29|pay:2026-03:25.0"
6327,北川精機,2555.0,55,14.0,資本財,ex:2025-06-27|pay:2025-09:12.0
6328,荏原実業,2512.0,299,75.0,資本財,"ex:2025-06-27|pay:2025-09:30.0, ex:2025-12-29|pay:2026-03:30.0"
6330,東洋エンジニアリング,2099.0,119,25.0,資本財,
6331,三菱化工機,3660.0,328,120.0,資本財,"ex:2025-09-29|pay:2025-12:40.0, ex:2026-03-30|pay:2026-06:75.0"
6332,月島ホールディングス,2902.0,303,88.0,資本財,"ex:2025-09-29|pay:2025-12:42.0, ex:2026-03-30|pay:2026-06:43.0"
6333,帝国電機製作所,2791.0,473,132.0,資本財,"ex:2025-09-29|pay:2025-12:55.0, ex:2026-03-30|pay:2026-06:78.0"
6334,明治機械,402.0,149,6.0,資本財,ex:2026-03-30|pay:2026-06:6.0
6335,東京機械製作所,543.0,0,0.0,資本財,
6336,石井表記,1124.0,320,36.0,資本財,ex:2026-01-29|pay:2026-04:28.0
6337,テセック,2504.0,399,100.0,情報技術,ex:2026-03-30|pay:2026-06:100.0
6338,タカトリ,1585.0,252,40.0,情報技術,ex:2025-09-29|pay:2025-12:40.0
6339,新東工業,1201.0,400,48.0,資本財,"ex:2025-09-29|pay:2025-12:22.0, ex:2026-03-30|pay:2026-06:22.0"
6340,澁谷工業,3740.0,254,95.0,資本財,"ex:2025-06-27|pay:2025-09:50.0, ex:2025-12-29|pay:2026-03:47.5"
6342,太平製作所,2770.0,361,100.0,素材,"ex:2025-09-29|pay:2025-12:20.0, ex:2026-03-30|pay:2026-06:60.0"
6343,フリージア・マクロス,169.0,36,0.6,資本財,ex:2026-03-30|pay:2026-06:0.6
6345,アイチ　コーポレーション,1406.0,462,65.0,資本財,"ex:2025-09-29|pay:2025-12:30.0, ex:2026-03-30|pay:2026-06:30.0"
6346,キクカワエンタープライズ,5940.0,337,200.0,資本財,"ex:2025-09-29|pay:2025-12:20.0, ex:2026-03-30|pay:2026-06:80.0"
6347,プラコー,277.0,433,12.0,資本財,ex:2026-03-30|pay:2026-06:6.0
6349,小森コーポレーション,1502.0,533,80.0,資本財,"ex:2025-09-29|pay:2025-12:35.0, ex:2026-03-30|pay:2026-06:35.0"
6351,鶴見製作所,2021.0,143,29.0,資本財,"ex:2025-09-29|pay:2025-12:13.0, ex:2026-03-30|pay:2026-06:16.0"
6356,日本ギア工業,1410.0,71,10.0,一般消費財,"ex:2025-09-29|pay:2025-12:4.0, ex:2026-03-30|pay:2026-06:6.0"
6357,三精テクノロジーズ,2634.0,361,95.0,資本財,"ex:2025-09-29|pay:2025-12:30.0, ex:2026-03-30|pay:2026-06:60.0"
6358,酒井重工業,2116.0,614,130.0,資本財,"ex:2025-09-29|pay:2025-12:45.0, ex:2026-03-30|pay:2026-06:62.0"
6360,東京自働機械製作所,4085.0,245,100.0,資本財,ex:2026-03-30|pay:2026-06:160.0
6361,荏原製作所,5533.0,119,66.0,資本財,"ex:2025-06-27|pay:2025-09:28.0, ex:2025-12-29|pay:2026-03:31.0"
6363,酉島製作所,2841.0,225,64.0,資本財,"ex:2025-09-29|pay:2025-12:31.0, ex:2026-03-30|pay:2026-06:32.0"
6364,ＡＩＲＭＡＮ,1662.0,626,104.0,資本財,"ex:2025-09-29|pay:2025-12:20.0, ex:2026-03-30|pay:2026-06:52.0"
6365,電業社機械製作所,5160.0,368,190.0,資本財,"ex:2025-09-29|pay:2025-12:80.0, ex:2026-03-30|pay:2026-06:130.0"
6366,千代田化工建設,813.0,0,0.0,資本財,
6367,ダイキン工業,25370.0,142,360.0,資本財,"ex:2025-09-29|pay:2025-12:165.0, ex:2026-03-30|pay:2026-06:175.0"
6368,オルガノ,18240.0,24,44.0,資本財,"ex:2025-09-29|pay:2025-12:95.0, ex:2026-03-30|pay:2026-06:105.0"
6369,トーヨーカネツ,2695.0,371,100.0,資本財,"ex:2025-09-29|pay:2025-12:50.0, ex:2026-03-30|pay:2026-06:50.0"
6370,栗田工業,9000.0,149,134.0,資本財,"ex:2025-09-29|pay:2025-12:56.0, ex:2026-03-30|pay:2026-06:56.0"
6371,椿本チエイン,2750.0,291,80.0,資本財,"ex:2025-09-29|pay:2025-12:40.0, ex:2026-03-30|pay:2026-06:40.0"
6376,日機装,2911.0,172,50.0,資本財,"ex:2025-06-27|pay:2025-09:18.0, ex:2025-12-29|pay:2026-03:22.0"
6378,木村化工機,1268.0,323,41.0,資本財,ex:2026-03-30|pay:2026-06:41.0
6379,レイズネクスト,2310.0,506,117.0,資本財,"ex:2025-09-29|pay:2025-12:45.0, ex:2026-03-30|pay:2026-06:72.0"
6380,オリエンタルチエン工業,4895.0,41,20.0,資本財,"ex:2025-09-29|pay:2025-12:15.0, ex:2026-03-30|pay:2026-06:15.0"
6381,アネスト岩田,1674.0,562,94.0,資本財,"ex:2025-09-29|pay:2025-12:41.0, ex:2026-03-30|pay:2026-06:46.0"
6382,トリニティ工業,1263.0,483,61.0,一般消費財,"ex:2025-09-29|pay:2025-12:26.0, ex:2026-03-30|pay:2026-06:41.0"
6383,ダイフク,7197.0,114,82.0,資本財,"ex:2025-06-27|pay:2025-09:34.0, ex:2025-12-29|pay:2026-03:44.0"
6384,昭和真空,1675.0,836,140.0,資本財,ex:2026-03-30|pay:2026-06:70.0
6387,サムコ,12030.0,50,60.0,情報技術,ex:2025-07-30|pay:2025-10:60.0
6390,加藤製作所,1287.0,544,70.0,資本財,"ex:2025-09-29|pay:2025-12:35.0, ex:2026-03-30|pay:2026-06:35.0"
6391,加地テック,4500.0,156,70.0,資本財,ex:2026-03-30|pay:2026-06:60.0
6392,ヤマダコーポレーション,6900.0,319,220.0,資本財,"ex:2025-09-29|pay:2025-12:100.0, ex:2026-03-30|pay:2026-06:120.0"
6393,油研工業,3015.0,498,150.0,資本財,"ex:2025-09-29|pay:2025-12:60.0, ex:2026-03-30|pay:2026-06:90.0"
6395,タダノ,1387.0,245,34.0,資本財,"ex:2025-06-27|pay:2025-09:18.0, ex:2025-12-29|pay:2026-03:26.0"
6396,宇野澤組鐵工所,4000.0,125,50.0,資本財,ex:2026-03-30|pay:2026-06:50.0
6400,不二精機,287.0,244,7.0,資本財,ex:2025-12-29|pay:2026-03:7.0
6402,兼松エンジニアリング,1463.0,164,24.0,資本財,ex:2026-03-30|pay:2026-06:74.0
6403,水道機工,4015.0,137,55.0,資本財,
6405,鈴茂器工,1112.0,315,35.0,資本財,"ex:2025-09-29|pay:2025-12:15.0, ex:2026-03-30|pay:2026-06:20.0"
6406,フジテック,0.0,0,0.0,資本財,
6407,ＣＫＤ,6790.0,144,98.0,資本財,"ex:2025-09-29|pay:2025-12:32.0, ex:2026-03-30|pay:2026-06:49.0"
6408,小倉クラッチ,4420.0,452,200.0,資本財,ex:2026-03-30|pay:2026-06:100.0
