銘柄コード,企業名,価格,利回り(%),年間配当,セクター,配当内訳
5868,ロココ,1049,714,35,Technology,2025-12-29:35.0
5869,早稲田学習研究会,1267,478,62,Consumer Defensive,"2025-03-28:35.0, 2025-11-27:27.0"
5870,ナルネットコミュニケーションズ,1038,0,15,N/A,2025-03-28:15.0
5871,ＳＯＬＩＺＥ　Ｈｏｌｄｉｎｇｓ,1413,374,55,Technology,2025-12-29:55.0
5883,ＧＴホールディングス,1600,0,0,N/A,No Div
5884,クラダシ,456,0,0,Consumer Defensive,No Div
5885,ジーデップ・アドバンス,2932,96,23,Technology,2025-05-29:23.0
5886,ＯＯＫＡＢＥ　ＧＬＡＳＳ,430,0,0,N/A,No Div
5887,光響,1700,0,0,N/A,No Div
5888,ＤＡＩＷＡ　ＣＹＣＬＥ,3490,213,70,Consumer Cyclical,2026-01-29:70.0
5889,Ｊａｐａｎ　Ｅｙｅｗｅａｒ　Ｈｏｌｄｉｎｇｓ,2114,406,84,Healthcare,"2025-07-30:42.0, 2026-01-29:42.0"
5890,オフィスバスターズ,3500,0,0,N/A,No Div
5891,魁力屋,1503,151,23,Consumer Cyclical,2025-12-29:23.0
5893,ＲＡＶＩＰＡ,510,0,13,N/A,"2025-05-29:5.0, 2025-11-27:8.0"
5892,ｙｕｔｏｒｉ,2048,0,0,Consumer Cyclical,No Div
5900,ダイケン,813,244,20,Industrials,2026-02-26:20.0
5902,ホッカンホールディングス,2359,395,100,Consumer Cyclical,"2025-03-28:70.0, 2025-09-29:30.0"
5905,日本製罐,1307,227,20,Consumer Cyclical,2025-03-28:20.0
5901,東洋製罐グループホールディングス,3687,307,103,Consumer Cyclical,"2025-03-28:46.0, 2025-09-29:57.0"
5903,シンポ,1208,689,42,Industrials,2025-06-27:42.0
5911,横河ブリッジホールディングス,3015,396,115,Industrials,"2025-03-28:55.0, 2025-09-29:60.0"
5906,エムケー精工,864,171,15,Technology,2026-03-18:15.0
5909,コロナ,992,286,28,Consumer Cyclical,"2025-03-28:14.0, 2025-09-29:14.0"
5915,駒井ハルテック,2013,341,80,Industrials,"2025-03-28:45.0, 2025-09-29:35.0"
5921,川岸工業,4325,208,160,Basic Materials,2025-09-29:160.0
5918,瀧上工業,7100,140,100,Industrials,"2025-03-28:50.0, 2025-09-29:50.0"
5923,高田機工,1362,374,50,Industrials,"2025-03-28:25.0, 2025-09-29:25.0"
5922,那須電機鉄工,19790,274,450,Industrials,2025-03-28:450.0
5928,アルメタックス,289,277,8,Industrials,"2025-03-28:4.0, 2025-09-29:4.0"
5929,三和ホールディングス,3708,336,121,Industrials,"2025-03-28:59.0, 2025-09-29:62.0"
5930,文化シヤッター,1968,378,79,Industrials,"2025-03-28:42.0, 2025-09-29:37.0"
5932,三協立山,698,361,25,Industrials,"2025-05-29:12.5, 2025-11-27:12.5"
5933,アルインコ,1062,409,44,Technology,"2025-09-18:22.0, 2026-03-18:22.0"
5936,東洋シヤッター,952,419,38,Industrials,2025-03-28:38.0
5938,ＬＩＸＩＬ,1696.5,533,90,Industrials,"2025-03-28:45.0, 2025-09-29:45.0"
5939,大谷工業,5480,54,30,Industrials,2025-03-28:30.0
5940,不二サッシ,916,287,25,Industrials,2025-03-28:25.0
5941,中西製作所,2578,277,87,Consumer Cyclical,2025-03-28:87.0
5942,日本フイルコン,594,468,28,Industrials,"2025-05-29:14.0, 2025-11-27:14.0"
5943,ノーリツ,2372,398,74,Industrials,"2025-06-27:35.0, 2025-12-29:39.0"
5945,天龍製鋸,2555,308,82,Industrials,2025-03-28:82.0
5946,長府製作所,2012,226,46,Consumer Cyclical,"2025-06-27:23.0, 2025-12-29:23.0"
5947,リンナイ,3725,267,90,Consumer Cyclical,"2025-03-28:40.0, 2025-09-29:50.0"
5949,ユニプレス,1326,453,60,Consumer Cyclical,"2025-03-28:30.0, 2025-09-29:30.0"
5950,日本パワーファスニング,178,140,2.5,Industrials,2025-12-29:2.5
5951,ダイニチ工業,1047,203,22,Consumer Cyclical,2025-03-28:22.0
5955,ワイズホールディングス,122,81,1,Industrials,2025-03-28:1.0
5952,アマテイ,191,263,5,Industrials,2025-03-28:5.0
5956,トーソー,634,158,11.5,Consumer Cyclical,"2025-03-28:6.5, 2025-09-29:5.0"
5957,日東精工,785,306,23,Industrials,"2025-06-27:10.0, 2025-12-29:13.0"
5959,岡部,970,325,41,Industrials,"2025-06-27:20.0, 2025-12-29:21.0"
5962,浅香工業,2059,242,50,Industrials,2025-03-28:50.0
5958,三洋工業,4800,435,155,Industrials,"2025-03-28:55.0, 2025-09-29:100.0"
5966,京都機械工具,2500,325,80,Industrials,"2025-03-28:40.0, 2025-09-29:40.0"
5965,フジマック,1291,311,40,Consumer Cyclical,"2025-06-27:20.0, 2025-12-29:20.0"
5967,ＴＯＮＥ,472,189,9,Industrials,2025-05-29:9.0
5969,ロブテックス,1306,228,30,Industrials,2025-03-28:30.0
5970,ジーテクト,1865,478,95,Consumer Cyclical,"2025-03-28:50.0, 2025-09-29:45.0"
5971,共和工業所,7890,105,80,Industrials,2025-04-28:80.0
5974,中国工業,865,230,20,Utilities,2025-03-28:20.0
5973,トーアミ,611,258,16,Basic Materials,"2025-03-28:8.0, 2025-09-29:8.0"
5975,東プレ,2498,319,90,Consumer Cyclical,"2025-03-28:50.0, 2025-09-29:40.0"
5976,高周波熱錬,1327,509,59,Basic Materials,"2025-03-28:26.0, 2025-09-29:33.0"
5981,東京製綱,1809,361,89,Industrials,"2025-03-28:64.0, 2025-09-29:25.0"
5982,マルゼン,4095,299,115,Industrials,"2025-08-28:55.0, 2026-02-26:60.0"
5983,イワブチ,12750,227,295,Industrials,"2025-03-28:140.0, 2025-09-29:155.0"
5984,兼房,787,220,25,Industrials,"2025-03-28:17.5, 2025-09-29:7.5"
5985,サンコール,1574,124,5,Consumer Cyclical,2025-09-29:5.0
5987,オーネックス,1650,121,20,Industrials,2025-06-27:20.0
5986,モリテック　スチール,234,167,4,Basic Materials,2025-03-28:4.0
5989,エイチワン,1231,517,69,Consumer Cyclical,"2025-03-28:37.0, 2025-09-29:32.0"
5988,パイオラックス,1649,556,92,Consumer Cyclical,"2025-03-28:53.0, 2025-09-29:39.0"
5990,スーパーツール,1991,352,70,Industrials,"2025-09-11:35.0, 2026-03-12:35.0"
5991,日本発條,2656,248,72,Consumer Cyclical,"2025-03-28:39.0, 2025-09-29:33.0"
5992,中央発條,3665,164,56,Consumer Cyclical,"2025-03-28:26.0, 2025-09-29:30.0"
5994,ファインシンター,1481,98,20,Industrials,"2025-03-28:10.0, 2025-09-29:10.0"
5997,協立エアテック,769,260,20,Industrials,2025-12-29:20.0
5998,アドバネクス,1645,209,20,Industrials,2025-03-28:20.0
6005,三浦工業,3155,210,67,Industrials,"2025-03-28:37.0, 2025-09-29:30.0"
6013,タクマ,2779,312,78,Industrials,"2025-03-28:39.0, 2025-09-29:39.0"
6016,ジャパンエンジンコーポレーション,14040,48,76,Industrials,"2025-03-28:56.0, 2025-09-29:20.0"
6018,阪神内燃機工業,5730,133,105,Industrials,"2025-03-28:70.0, 2025-09-29:35.0"
6022,赤阪鐵工所,3330,89,30,Industrials,2025-03-28:30.0
6023,ダイハツインフィニアース,2184,281,62,Industrials,2025-03-28:62.0
6029,アトラグループ,144,0,0,Healthcare,No Div
6027,弁護士ドットコム,2899,0,0,Industrials,No Div
6030,アドベンチャー,1722,0,0,Consumer Cyclical,No Div
6034,ＭＲＴ,635,0,0,Healthcare,No Div
6033,エクストリーム,1513,403,42,Communication Services,2025-03-28:42.0
6031,ＺＥＴＡ,281,157,4.4,Technology,2025-12-29:4.4
6035,アイ・アールジャパンホールディングス,727,309,23,Industrials,"2025-03-28:10.0, 2025-09-29:13.0"
6036,ＫｅｅＰｅｒ技研,3040,196,60,Basic Materials,2025-06-27:60.0
6037,楽待,936,134,11.5,Communication Services,"2025-07-30:5.0, 2026-01-29:6.5"
6038,イード,924,239,22,Communication Services,2025-06-27:22.0
6039,日本動物高度医療センター,1196,65,7.4,Consumer Cyclical,2025-03-28:7.4
6040,日本スキー場開発,459,109,5,Consumer Cyclical,"2025-07-30:3.5, 2026-01-29:1.5"
6042,ニッキ,4710,243,110,Consumer Cyclical,2025-03-28:110.0
6044,三機サービス,1677,164,25,Industrials,2025-05-29:25.0
6046,リンクバル,198,0,0,Communication Services,No Div
6045,レントラックス,1674,141,35,Communication Services,"2025-03-28:23.0, 2025-09-29:12.0"
6047,Ｇｕｎｏｓｙ,512,351,18.3,Technology,2025-05-29:18.3
6049,イトクロ,261,0,0,Communication Services,No Div
6050,イー・ガーディアン,1693,226,35,Technology,2025-09-29:35.0
6054,リブセンス,118,0,0,Communication Services,No Div
6055,ジャパンマテリアル,1708,153,24,Industrials,2025-03-28:24.0
6059,ウチヤマホールディングス,383,258,10,Healthcare,"2025-03-28:5.0, 2025-09-29:5.0"
6058,ベクトル,1280,254,33,Communication Services,2026-02-26:33.0
6061,ユニバーサル園芸社,2932,44,13,Consumer Cyclical,2025-06-27:13.0
6062,チャーム・ケア・コーポレーション,1326,256,54,Healthcare,"2025-06-27:34.0, 2025-12-29:20.0"
6069,トレンダーズ,748,462,27,Communication Services,2025-03-28:27.0
6063,日本エマージェンシーアシスタンス,906,98,9,Healthcare,2025-12-29:9.0
6070,キャリアリンク,2627,456,120,Industrials,2025-03-28:120.0
6071,ＩＢＪ,692,184,10,Consumer Cyclical,2025-12-29:10.0
6072,地盤ネットホールディングス,1065,0,0,Industrials,No Div
6073,アサンテ,1584,392,62,Consumer Cyclical,"2025-03-28:31.0, 2025-09-29:31.0"
6074,ジェイエスエス,512,391,20,Consumer Cyclical,"2025-03-28:10.0, 2025-09-29:10.0"
6081,アライドアーキテクツ,298,0,0,Communication Services,No Div
6078,バリューＨＲ,1450,187,26,Healthcare,"2025-06-27:13.0, 2025-12-29:13.0"
6080,Ｍ＆Ａキャピタルパートナーズ,3100,216,52.1,Financial Services,2025-09-29:52.1
6082,ライドオンエクスプレスホールディングス,1028,146,15,Consumer Cyclical,2025-03-28:15.0
6085,アーキテクツ・スタジオ・ジャパン,3340,0,0,Industrials,No Div
6083,ＥＲＩホールディングス,4755,227,85,Industrials,"2025-05-29:30.0, 2025-11-27:55.0"
6087,アビスト,3470,295,102,Industrials,2025-09-29:102.0
6086,シンメンテホールディングス,1043,185,20,Industrials,2026-02-26:20.0
6088,シグマクシス・ホールディングス,640,396,21,Industrials,2025-03-28:21.0
6089,ウィルグループ,1233,358,44,Industrials,2025-03-28:44.0
6091,ウエスコホールディングス,853,320,24,Industrials,2025-07-30:24.0
6090,ヒューマン・メタボローム・テクノロジーズ,721,254,15,Healthcare,2025-06-27:15.0
6092,エンバイオ・ホールディングス,798,112,9,Industrials,2025-03-28:9.0
6093,エスクロー・エージェント・ジャパン,181,317,6,Industrials,2026-02-26:6.0
6094,フリークアウト・ホールディングス,711,0,0,Communication Services,No Div
6096,レアジョブ,311,259,5,Consumer Defensive,2025-03-28:5.0
6098,リクルートホールディングス,6399,39,24.5,Communication Services,"2025-03-28:12.0, 2025-09-29:12.5"
6099,エラン,720,218,15,Healthcare,2025-12-29:15.0
6101,ツガミ,3450,206,68,Industrials,"2025-03-28:32.0, 2025-09-29:36.0"
6103,オークマ,3780,262,100,Industrials,"2025-03-28:50.0, 2025-09-29:50.0"
6104,芝浦機械,3930,354,140,Industrials,"2025-03-28:70.0, 2025-09-29:70.0"
6113,アマダ,2314.5,267,62,Industrials,"2025-03-28:31.0, 2025-09-29:31.0"
6118,アイダエンジニアリング,1109,332,37,Industrials,2025-03-28:37.0
6125,岡本工作機械製作所,4130,382,160,Industrials,"2025-03-28:80.0, 2025-09-29:80.0"
6134,ＦＵＪＩ,5154,154,80,Industrials,"2025-03-28:40.0, 2025-09-29:40.0"
6135,牧野フライス製作所,11570,174,100,Industrials,2025-03-28:100.0
6136,オーエスジー,2557.5,331,88,Industrials,"2025-05-29:28.0, 2025-11-27:60.0"
6137,小池酸素工業,2030,234,52,Industrials,2025-03-28:52.0
6138,ダイジェット工業,1098,365,25,Industrials,2025-03-28:25.0
6140,旭ダイヤモンド工業,1250,233,30,Industrials,"2025-03-28:15.0, 2025-09-29:15.0"
6141,ＤＭＧ森精機,2448.5,422,105,Industrials,"2025-06-27:50.0, 2025-12-29:55.0"
6143,ソディック,1306,219,29,Industrials,"2025-06-27:14.0, 2025-12-29:15.0"
6146,ディスコ,67490,64,418,Technology,"2025-03-28:289.0, 2025-09-29:129.0"
6147,ヤマザキ,341,297,10,Industrials,2025-03-28:10.0
6144,西部電機,2893,294,84,Industrials,"2025-03-28:42.0, 2025-09-29:42.0"
6145,ＮＩＴＴＯＫＵ,2206,286,51,Industrials,"2025-03-28:21.0, 2025-09-29:30.0"
6155,高松機械工業,470,211,10,Industrials,"2025-03-28:5.0, 2025-09-29:5.0"
6149,小田原エンジニアリング,1914,359,70,Industrials,2025-12-29:70.0
6151,日東工器,1688,237,38,Industrials,"2025-03-28:18.0, 2025-09-29:20.0"
6150,タケダ機械,3260,246,80,Industrials,2025-05-29:80.0
6157,日進工具,866,345,30,Industrials,"2025-03-28:15.0, 2025-09-29:15.0"
6156,エーワン精密,1937,511,100,Industrials,2025-06-27:100.0
6158,和井田製作所,949,349,35,Industrials,"2025-03-28:18.0, 2025-09-29:17.0"
6159,ミクロン精密,2200,55,20,Industrials,2025-08-28:20.0
6161,エスティック,1018,279,29,Industrials,2026-03-18:29.0
6165,パンチ工業,484,384,18.89,Industrials,"2025-03-28:9.76, 2025-09-29:9.13"
6167,冨士ダイス,1151,348,40,Industrials,2025-03-28:40.0
6166,中村超硬,724,0,0,Industrials,No Div
6168,ＯＮＥ　ＧＲＯＵＰ,486,0,0,N/A,No Div
6171,土木管理総合試験所,402,293,12,Industrials,"2025-06-27:6.0, 2025-12-29:6.0"
6176,ブランジスタ,889,330,10,Communication Services,2025-09-29:10.0
6173,アクアライン,143,0,0,Industrials,No Div
6174,デンタス,3200,0,0,N/A,No Div
6177,ＡｐｐＢａｎｋ,110,0,0,Communication Services,No Div
6181,タメニー,103,0,0,Consumer Cyclical,No Div
6178,日本郵政,1841.5,269,50,Financial Services,"2025-03-28:25.0, 2025-09-29:25.0"
6180,ＧＭＯメディア,4345,487,241,Communication Services,2025-12-29:241.0
6182,メタリアル,455,0,0,Technology,No Div
6184,鎌倉新書,466,425,20,Consumer Cyclical,2026-01-29:20.0
6183,ベルシステム２４ホールディングス,1450,415,60,Industrials,"2025-08-28:30.0, 2026-02-26:30.0"
6185,ＳＭＮ,391,0,0,Communication Services,No Div
6186,一蔵,383,363,14,Consumer Cyclical,2025-03-28:14.0
6190,フェニックスバイオ,457,0,0,Healthcare,No Div
6189,グローバルキッズＣＯＭＰＡＮＹ,1057,376,40,Industrials,"2025-03-28:20.0, 2025-09-29:20.0"
6191,エアトリ,696,142,10,Consumer Cyclical,2025-09-29:10.0
6193,バーチャレクス・ホールディングス,1027,145,15,Technology,2025-03-28:15.0
6194,アトラエ,655,964,31,Industrials,2025-09-29:31.0
6196,ストライク,3900,450,180,Financial Services,2025-09-29:180.0
6195,ホープ,204,0,0,Communication Services,No Div
6197,ソラスト,1115,199,21,Healthcare,"2025-03-28:10.0, 2025-09-29:11.0"
6198,キャリア,230,212,0,Industrials,No Div
6200,インソース,694,421,25,Consumer Defensive,2025-09-29:25.0
6199,セラク,1432,116,13.2,Technology,2025-08-28:13.2
6201,豊田自動織機,20400,137,140,Industrials,2025-03-28:140.0
6203,豊和工業,1560,127,20,Industrials,2025-03-28:20.0
6208,石川製作所,2220,64,10,Industrials,2025-03-28:10.0
6209,リケンＮＰＲ,3880,423,130,Consumer Cyclical,"2025-03-28:85.0, 2025-09-29:45.0"
6210,ＴＯＹＯイノベックス,658,530,35,Industrials,"2025-03-28:17.5, 2025-09-29:17.5"
6217,津田駒工業,472,0,0,Industrials,No Div
6218,エンシュウ,570,174,10,Industrials,2025-03-28:10.0
6222,島精機製作所,882,112,15,Industrials,"2025-03-28:5.0, 2025-09-29:10.0"
6223,西部技研,2178,320,70,Industrials,2025-12-29:70.0
6224,ＪＲＣ,1194,239,29,Industrials,"2025-08-28:14.0, 2026-02-26:15.0"
6226,守谷輸送機工業,3985,123,48,Industrials,"2025-03-28:28.0, 2025-09-29:20.0"
6227,ＡＩメカテック,18900,8,45,Technology,2025-06-27:45.0
6228,ジェイ・イー・ティ,610,92,0,Technology,No Div
6230,ＳＡＮＥＩ,2161,295,62,Industrials,"2025-03-28:30.0, 2025-09-29:32.0"
6229,オーケーエム,2120,183,45,Industrials,2025-03-28:45.0
6231,木村工機,14680,123,120,Industrials,2025-03-28:120.0
6232,ＡＣＳＬ,1495,0,0,Technology,No Div
6233,ＫＬＡＳＳ,399,251,10,Industrials,2025-09-29:10.0
6235,オプトラン,2823,199,54,Industrials,"2025-06-27:27.0, 2025-12-29:27.0"
6237,イワキポンプ,2612,318,80,Industrials,"2025-03-28:45.0, 2025-09-29:35.0"
6239,ナガオカ,1574,213,35,Energy,2025-06-27:35.0
6238,フリュー,1270,311,39,Consumer Cyclical,2025-03-28:39.0
6240,ヤマシンフィルタ,500,355,15,Industrials,"2025-03-28:7.0, 2025-09-29:8.0"
6245,ヒラノテクシード,1753,473,87,Industrials,"2025-03-28:45.0, 2025-09-29:42.0"
6248,横田製作所,1948,281,75,Industrials,"2025-03-28:55.0, 2025-09-29:20.0"
6246,テクノスマート,1974,443,89,Industrials,"2025-03-28:45.0, 2025-09-29:44.0"
6247,日阪製作所,1584,350,51,Industrials,"2025-03-28:24.0, 2025-09-29:27.0"
6249,ゲームカードホールディングス,2838,353,100,Industrials,"2025-03-28:50.0, 2025-09-29:50.0"
6255,エヌ・ピー・シー,720,133,10,Industrials,2025-08-28:10.0
6254,野村マイクロ・サイエンス,3185,344,80,Industrials,"2025-03-28:60.0, 2025-09-29:20.0"
6250,やまびこ,3570,305,90,Industrials,"2025-06-27:45.0, 2025-12-29:45.0"
6258,平田機工,2532,256,40,Industrials,2025-03-28:40.0
6262,ＰＥＧＡＳＵＳ,770,514,18,Industrials,"2025-03-28:8.0, 2025-09-29:10.0"
6257,藤商事,1011,494,55,Consumer Cyclical,"2025-03-28:30.0, 2025-09-29:25.0"
6264,マルマエ,3185,224,63,Industrials,"2025-08-28:25.0, 2026-02-26:38.0"
6265,コンバム,2675,187,50,Industrials,"2025-06-27:25.0, 2025-12-29:25.0"
6267,ゼネラルパッカー,3925,306,115,Industrials,"2025-07-30:70.0, 2026-01-29:45.0"
6266,タツモ,2260,146,34,Technology,2025-12-29:34.0
6268,ナブテスコ,4300,190,80,Industrials,"2025-06-27:40.0, 2025-12-29:40.0"
6272,レオン自動機,1498,355,50,Industrials,"2025-03-28:23.0, 2025-09-29:27.0"
6269,三井海洋開発,14815,132,140,Energy,"2025-06-27:60.0, 2025-12-29:80.0"
6273,ＳＭＣ,64730,153,1000,Industrials,"2025-03-28:500.0, 2025-09-29:500.0"
6276,シリウスビジョン,249,303,0,Industrials,No Div
6279,瑞光,883,135,12,Industrials,"2025-08-19:6.0, 2026-02-19:6.0"
6278,ユニオンツール,14880,87,130,Industrials,"2025-06-27:60.0, 2025-12-29:70.0"
6277,ホソカワミクロン,5970,218,120,Industrials,"2025-03-28:60.0, 2025-09-29:60.0"
6282,オイレス工業,2473,345,90,Industrials,"2025-03-28:48.0, 2025-09-29:42.0"
6286,靜甲,1656,170,22,Industrials,"2025-03-28:10.0, 2025-09-29:12.0"
6284,日精エー・エス・ビー機械,7770,253,200,Industrials,2025-09-29:200.0
6287,サトー,2310,327,76,Industrials,"2025-03-28:38.0, 2025-09-29:38.0"
6291,日本エアーテック,1258,436,55,Industrials,2025-12-29:55.0
6292,カワタ,803,474,39.5,Industrials,"2025-03-28:20.5, 2025-09-29:19.0"
6289,技研製作所,2040,261,59,Industrials,"2025-08-28:32.0, 2026-02-26:27.0"
6293,日精樹脂工業,877,477,36,Industrials,"2025-03-28:20.0, 2025-09-29:16.0"
6294,オカダアイヨン,2299,327,74,Industrials,2025-03-28:74.0
6298,ワイエイシイホールディングス,1059,374,40,Technology,"2025-03-28:20.0, 2025-09-29:20.0"
6301,小松製作所,6434,296,202,Industrials,"2025-03-28:107.0, 2025-09-29:95.0"
6302,住友重機械工業,5086,280,125,Industrials,"2025-06-27:60.0, 2025-12-29:65.0"
6306,日工,802,421,34,Industrials,"2025-03-28:17.0, 2025-09-29:17.0"
6305,日立建機,5519,316,185,Industrials,"2025-03-28:110.0, 2025-09-29:75.0"
6307,サンセイ,574,258,15,Industrials,2025-03-28:15.0
6309,巴工業,1846,384,60.333332,Industrials,"2025-04-28:24.333332, 2025-10-30:36.0"
6315,ＴＯＷＡ,2421,80,20,Technology,2025-03-28:20.0
6310,井関農機,1628,278,40,Industrials,2025-12-29:40.0
6317,北川鉄工所,1639,510,60,Industrials,"2025-03-28:25.0, 2025-09-29:35.0"
6316,丸山製作所,2307,321,80,Industrials,2025-09-29:80.0
6323,ローツェ,2795.5,60,17,Technology,2026-02-26:17.0
6322,タクミナ,1595,316,50,Industrials,"2025-03-28:25.0, 2025-09-29:25.0"
6325,タカキタ,392,256,10,Industrials,"2025-03-28:5.0, 2025-09-29:5.0"
6324,ハーモニック・ドライブ・システムズ,4055,49,20,Industrials,"2025-03-28:10.0, 2025-09-29:10.0"
6326,クボタ,2578.5,205,50,Industrials,"2025-06-27:25.0, 2025-12-29:25.0"
6327,北川精機,1624,84,12,Industrials,2025-06-27:12.0
6330,東洋エンジニアリング,2650,92,25,Industrials,2025-03-28:25.0
6328,荏原実業,2536,292,60,Industrials,"2025-06-27:30.0, 2025-12-29:30.0"
6332,月島ホールディングス,2867,275,94,Industrials,"2025-03-28:52.0, 2025-09-29:42.0"
6331,三菱化工機,3165,327,93.333332,Industrials,"2025-03-28:53.333332, 2025-09-29:40.0"
6333,帝国電機製作所,2957,368,124,Industrials,"2025-03-28:69.0, 2025-09-29:55.0"
6337,テセック,2646,376,70,Technology,2025-03-28:70.0
6334,明治機械,404,300,6,Industrials,2025-03-28:6.0
6336,石井表記,904,387,28,Industrials,2026-01-29:28.0
6335,東京機械製作所,502,0,0,Industrials,No Div
6340,澁谷工業,3440,277,97.5,Industrials,"2025-06-27:50.0, 2025-12-29:47.5"
6338,タカトリ,1529,258,40,Technology,2025-09-29:40.0
6339,新東工業,959,456,44,Industrials,"2025-03-28:22.0, 2025-09-29:22.0"
6342,太平製作所,2946,138,120,Basic Materials,"2025-03-28:100.0, 2025-09-29:20.0"
6343,フリージア・マクロス,175,34,0.6,Industrials,2025-03-28:0.6
6346,キクカワエンタープライズ,6450,155,145,Industrials,"2025-03-28:125.0, 2025-09-29:20.0"
6345,アイチ　コーポレーション,1341,444,65,Industrials,"2025-03-28:35.0, 2025-09-29:30.0"
6347,プラコー,335,187,6,Industrials,2025-03-28:6.0
6349,小森コーポレーション,1604,435,83,Industrials,"2025-03-28:48.0, 2025-09-29:35.0"
6351,鶴見製作所,2087,131,28,Industrials,"2025-03-28:15.0, 2025-09-29:13.0"
6356,日本ギア工業,1470,51,8,Consumer Cyclical,"2025-03-28:4.0, 2025-09-29:4.0"
6357,三精テクノロジーズ,2285,260,60,Industrials,"2025-03-28:30.0, 2025-09-29:30.0"
6358,酒井重工業,2136,490,105.5,Industrials,"2025-03-28:60.5, 2025-09-29:45.0"
6363,酉島製作所,2948,224,61,Industrials,"2025-03-28:30.0, 2025-09-29:31.0"
6360,東京自働機械製作所,3970,256,240,Industrials,2025-03-28:240.0
6361,荏原製作所,4642,136,59,Industrials,"2025-06-27:28.0, 2025-12-29:31.0"
6364,ＡＩＲＭＡＮ,2000,395,57,Industrials,"2025-03-28:37.0, 2025-09-29:20.0"
6365,電業社機械製作所,6040,313,195,Industrials,"2025-03-28:115.0, 2025-09-29:80.0"
6366,千代田化工建設,936,0,0,Industrials,No Div
6367,ダイキン工業,20510,167,310,Industrials,"2025-03-28:145.0, 2025-09-29:165.0"
6369,トーヨーカネツ,2790,353,143,Industrials,"2025-03-28:93.0, 2025-09-29:50.0"
6368,オルガノ,14930,130,184,Industrials,"2025-03-28:89.0, 2025-09-29:95.0"
6371,椿本チエイン,2387,336,87,Industrials,"2025-03-28:47.0, 2025-09-29:40.0"
6370,栗田工業,7745,145,102,Industrials,"2025-03-28:46.0, 2025-09-29:56.0"
6379,レイズネクスト,2329,504,101,Industrials,"2025-03-28:56.0, 2025-09-29:45.0"
6378,木村化工機,1666,220,41,Industrials,2025-03-28:41.0
6376,日機装,2296,217,40,Industrials,"2025-06-27:18.0, 2025-12-29:22.0"
6380,オリエンタルチエン工業,3450,87,30,Industrials,"2025-03-28:15.0, 2025-09-29:15.0"
6381,アネスト岩田,1655,498,64,Industrials,"2025-03-28:23.0, 2025-09-29:41.0"
6382,トリニティ工業,1256,501,66,Consumer Cyclical,"2025-03-28:40.0, 2025-09-29:26.0"
6383,ダイフク,5861,145,78,Industrials,"2025-06-27:34.0, 2025-12-29:44.0"
6384,昭和真空,1784,386,70,Industrials,2025-03-28:70.0
6390,加藤製作所,1488,472,70,Industrials,"2025-03-28:35.0, 2025-09-29:35.0"
6387,サムコ,8620,73,60,Technology,2025-07-30:60.0
6391,加地テック,4600,126,40,Industrials,2025-03-28:40.0
6392,ヤマダコーポレーション,6340,331,210,Industrials,"2025-03-28:110.0, 2025-09-29:100.0"
6393,油研工業,3160,482,210,Industrials,"2025-03-28:150.0, 2025-09-29:60.0"
6395,タダノ,1302,263,44,Industrials,"2025-06-27:18.0, 2025-12-29:26.0"
6400,不二精機,273,255,7,Industrials,2025-12-29:7.0
6396,宇野澤組鐵工所,4020,124,50,Industrials,2025-03-28:50.0
6402,兼松エンジニアリング,1861,64,50,Industrials,2025-03-28:50.0
6403,水道機工,4015,137,55,Industrials,2025-03-28:55.0
6405,鈴茂器工,1162,340,34,Industrials,"2025-03-28:19.0, 2025-09-29:15.0"
6406,フジテック,5680,291,587851070,Industrials,2025-03-28:587851070.0
6408,小倉クラッチ,4855,212,50,Industrials,2025-03-28:50.0
6407,ＣＫＤ,4505,149,74,Industrials,"2025-03-28:42.0, 2025-09-29:32.0"
6418,日本金銭機械,1054,375,56,Industrials,"2025-03-28:36.0, 2025-09-29:20.0"
6417,ＳＡＮＫＹＯ,2009.5,446,105,Consumer Cyclical,"2025-03-28:60.0, 2025-09-29:45.0"
6412,平和,1936,415,80,Consumer Cyclical,"2025-03-28:40.0, 2025-09-29:40.0"
6413,理想科学工業,1189,421,50,Technology,2025-03-28:50.0
6419,マースグループホールディングス,3165,471,150,Consumer Cyclical,"2025-03-28:75.0, 2025-09-29:75.0"
6420,ガリレイ,3485,234,74,Industrials,2025-03-28:74.0
6425,ユニバーサルエンターテインメント,695,0,0,Consumer Cyclical,No Div
6424,高見沢サイバネティックス,936,498,20,Technology,2025-03-28:20.0
6428,オーイズミ,349,346,12,Communication Services,2025-03-28:12.0
6432,竹内製作所,6350,335,210,Industrials,2026-02-26:210.0
6433,ヒーハイスト,1325,14,1,Industrials,2025-03-28:1.0
6430,ダイコク電機,2486,401,110,Technology,"2025-03-28:80.0, 2025-09-29:30.0"
6436,アマノ,3896,462,180,Technology,"2025-03-28:125.0, 2025-09-29:55.0"
6444,サンデン,150,0,0,Consumer Cyclical,No Div
6445,ジャノメ,1314,413,45,Consumer Cyclical,"2025-03-28:25.0, 2025-09-29:20.0"
6440,ＪＵＫＩ,668,219,10,Industrials,2025-12-29:10.0
6448,ブラザー工業,2946,339,100,Industrials,"2025-03-28:50.0, 2025-09-29:50.0"
6454,マックス,6740,211,114,Industrials,2025-03-28:114.0
6455,モリタホールディングス,2782,209,62,Industrials,"2025-03-28:33.0, 2025-09-29:29.0"
6457,グローリー,4122,272,110,Industrials,"2025-03-28:54.0, 2025-09-29:56.0"
