ticker,name,sector
2840,ｉＦｒｅｅＥＴＦ　ＮＡＳＤＡＱ１００（為替ヘッジなし）,N/A
2842,ｉＦｒｅｅＥＴＦ　ＮＡＳＤＡＱ１００インバース,N/A
2843,上場インデックスファンド豪州国債（為替ヘッジあり）,N/A
2845,ＮＥＸＴ　ＦＵＮＤＳ　ＮＡＳＤＡＱ－１００（為替ヘッジあり）連動型上場投信,N/A
2844,上場インデックスファンド豪州国債（為替ヘッジなし）,N/A
2846,ＮＥＸＴ　ＦＵＮＤＳ　ダウ・ジョーンズ工業株３０種平均株価（為替ヘッジあり）連動型上場投信,N/A
2847,グローバルＸ　新成長インフラ－日本株式　ＥＴＦ,N/A
284A,フクヤ建設,資本財
2849,グローバルＸ　Ｍｏｒｎｉｎｇｓｔａｒ　高配当　ＥＳＧ－日本株式　ＥＴＦ,N/A
2848,グローバルＸ　ＭＳＣＩ　気候変動対応－日本株式　ＥＴＦ,N/A
2851,ｉシェアーズ　ＭＳＣＩ　ジャパンＳＲＩ　ＥＴＦ,N/A
2852,ｉシェアーズ　グリーンＪリート　ＥＴＦ,N/A
2853,ｉシェアーズ　気候リスク調整世界国債　ＥＴＦ（除く日本・為替ヘッジあり）,N/A
2854,グローバルＸ　テック・トップ２０－日本株式　ＥＴＦ,N/A
2855,グローバルＸ　グリーン・Ｊ－ＲＥＩＴ　ＥＴＦ,N/A
2856,ｉシェアーズ　米国債３－７年　ＥＴＦ（為替ヘッジあり）,N/A
2858,グローバルＸ　日経２２５　カバード・コール　ＥＴＦ（プレミアム再投資型）,N/A
2857,ｉシェアーズ　ドイツ国債　ＥＴＦ（為替ヘッジあり）,N/A
2859,ＮＥＸＴ　ＦＵＮＤＳ　ユーロ・ストックス５０指数（為替ヘッジあり）連動型上場投信,N/A
285A,キオクシアホールディングス,情報技術
2861,上場インデックスファンドフランス国債（為替ヘッジなし）,N/A
2860,ＮＥＸＴ　ＦＵＮＤＳ　ドイツ株式・ＤＡＸ（為替ヘッジあり）連動型上場投信,N/A
2862,上場インデックスファンドフランス国債（為替ヘッジあり）,N/A
2864,グローバルＸ　ロジスティクス・ＲＥＩＴ　ＥＴＦ,N/A
2866,グローバルＸ　米国優先証券　ＥＴＦ,N/A
2868,グローバルＸ　Ｓ＆Ｐ５００・カバード・コール　ＥＴＦ,N/A
2865,グローバルＸ　ＮＡＳＤＡＱ１００・カバード・コール　ＥＴＦ,N/A
2867,グローバルＸ　自動運転＆ＥＶ　ＥＴＦ,N/A
2870,ｉＦｒｅｅＥＴＦ　ＮＡＳＤＡＱ１００ダブルインバース,N/A
2869,ｉＦｒｅｅＥＴＦ　ＮＡＳＤＡＱ１００レバレッジ,N/A
286A,ユカリア,ヘルスケア
2871,ニチレイ,生活必需品
2875,東洋水産,生活必需品
2874,横浜冷凍,生活必需品
2872,セイヒョー,生活必需品
2876,デルソーレ,生活必需品
287A,黒田グループ,資本財
2882,イートアンドホールディングス,一般消費財
2877,日東ベスト,生活必需品
2883,大冷,資本財
2884,ヨシムラ・フード・ホールディングス,生活必需品
288A,ラクサス・テクノロジーズ,一般消費財
2892,日本食品化工,生活必需品
2894,石井食品,生活必需品
2897,日清食品ホールディングス,生活必需品
2901,ウェルディッシュ,ヘルスケア
2903,シノブフーズ,生活必需品
2904,一正蒲鉾,生活必需品
290A,Ｓｙｎｓｐｅｃｔｉｖｅ,資本財
2907,あじかん,生活必需品
2910,ロック・フィールド,生活必需品
2908,フジッコ,生活必需品
2914,日本たばこ産業,生活必需品
2915,ケンコーマヨネーズ,生活必需品
2916,仙波糖化工業,生活必需品
2911,旭松食品,生活必需品
291A,リスキル,生活必需品
2918,わらべや日洋ホールディングス,生活必需品
2917,大森屋,生活必需品
2922,なとり,生活必需品
2924,イフジ産業,生活必需品
2926,篠崎屋,生活必需品
2923,サトウ食品,生活必需品
2927,ＡＦＣ－ＨＤアムスライフサイエンス,生活必需品
2929,ファーマフーズ,ヘルスケア
292A,エスアイイー,情報技術
2930,北の達人コーポレーション,生活必需品
2931,ユーグレナ,生活必需品
2933,紀文食品,生活必需品
2932,ＳＴＩフードホールディングス,生活必需品
2934,ジェイフロンティア,ヘルスケア
2935,ピックルスホールディングス,生活必需品
2936,ベースフード,生活必需品
2937,サンクゼール,生活必需品
2938,オカムラ食品工業,生活必需品
295A,Ｏｎｅ　ＥＴＦ　ＦＴＳＥ・サウジアラビア・インデックス,N/A
293A,ＢＡＢＹ　ＪＯＢ,ヘルスケア
294A,ＮＥＸＴ　ＦＵＮＤＳ　ＭＳＣＩジャパン気候変動指数（セレクト）連動型上場投信,N/A
2962,テクニスコ,資本財
2961,日本調理機,資本財
296A,令和アカウンティング・ホールディングス,資本財
2970,ＧＬＣ　ＧＲＯＵＰ,不動産
2971,エスコンジャパンリート投資法人,不動産
2978,ツクルバ,不動産
2975,スター・マイカ・ホールディングス,不動産
2972,サンケイリアルエステート投資法人,不動産
297A,アルピコホールディングス,資本財
2979,ＳＯＳｉＬＡ物流リート投資法人,不動産
2981,ランディックス,不動産
2980,ＳＲＥホールディングス,不動産
2983,アールプランナー,不動産
2982,ＡＤワークスグループ,不動産
2984,ヤマイチエステート,不動産
2985,ファーストステージ,N/A
2986,ＬＡホールディングス,不動産
2989,東海道リート投資法人,不動産
298A,ＧＶＡ　ＴＥＣＨ,情報技術
2990,アイダ設計,一般消費財
2991,ランドネット,不動産
2992,アーバンライク,N/A
2993,長栄,不動産
2994,アンサーホールディングス,N/A
2995,ジェイレックス・コーポレーション,N/A
2997,ストレージ王,不動産
2998,クリアル,金融
2999,ホームポジション,一般消費財
299A,クラシル,コミュニケーション・サービス
3001,片倉工業,資本財
3003,ヒューリック,不動産
3002,グンゼ,一般消費財
3004,神栄,資本財
300A,ＭＩＣ,コミュニケーション・サービス
301A,インデックス,不動産
3011,バナーズ,一般消費財
3010,ポラリス・ホールディングス,一般消費財
3020,アプライド,情報技術
3023,ラサ商事,素材
3021,パシフィックネット,情報技術
3024,クリエイト,資本財
3028,アルペン,一般消費財
302A,ビースタイルホールディングス,資本財
3030,ハブ,一般消費財
3031,ラクーンホールディングス,一般消費財
3034,クオールホールディングス,ヘルスケア
3036,アルコニックス,素材
303A,ｖｉｓｕｍｏ,情報技術
3035,ケイティケイ,資本財
3038,神戸物産,生活必需品
3040,ソリトンシステムズ,情報技術
3041,ビューティカダンホールディングス,一般消費財
3042,セキュアヴェイル,情報技術
3045,カワサキ,一般消費財
3046,ジンズホールディングス,ヘルスケア
3048,ビックカメラ,一般消費財
304A,フォルシア,情報技術
3050,ＤＣＭホールディングス,一般消費財
3053,ペッパーフードサービス,一般消費財
3054,ハイパー,情報技術
3058,三洋堂ホールディングス,一般消費財
3059,ヒラキ,一般消費財
305A,ダブルツリー,一般消費財
3063,ジェイグループホールディングス,一般消費財
3064,ＭｏｎｏｔａＲＯ,一般消費財
3065,ライフフーズ,一般消費財
3067,東京一番フーズ,一般消費財
3068,ＷＤＩ,一般消費財
3069,ＪＦＬＡホールディングス,一般消費財
3070,ジェリービーンズグループ,一般消費財
3071,ストリーム,一般消費財
3075,銚子丸,一般消費財
307A,ハウジング・スタッフ,不動産
3076,あい　ホールディングス,資本財
3077,ホリイフードサービス,一般消費財
3079,ディーブイエックス,ヘルスケア
3080,ジェーソン,生活必需品
3082,きちりホールディングス,一般消費財
3083,スターシーズ,一般消費財
3086,Ｊ．フロント　リテイリング,一般消費財
3088,マツキヨココカラ＆カンパニー,ヘルスケア
3087,ドトール・日レスホールディングス,一般消費財
3089,テクノアルファ,情報技術
308A,ぽすとめいとホールディングス,資本財
3091,ブロンコビリー,一般消費財
3092,ＺＯＺＯ,一般消費財
3093,トレジャー・ファクトリー,一般消費財
3096,オーシャンシステム,生活必需品
309A,コスモス調剤,資本財
3097,物語コーポレーション,一般消費財
3101,東洋紡,素材
3099,三越伊勢丹ホールディングス,一般消費財
3104,富士紡ホールディングス,一般消費財
3103,ユニチカ,素材
3105,日清紡ホールディングス,資本財
3106,倉敷紡績,資本財
310A,サーティーフォー,不動産
3109,シキボウ,一般消費財
3107,ダイワボウホールディングス,情報技術
3110,日東紡績,一般消費財
311A,ＮＰＴ,ヘルスケア
3111,オーミケンシ,一般消費財
3116,トヨタ紡織,一般消費財
3113,ＵＮＩＶＡ・Ｏａｋホールディングス,金融
312A,シンコーホールディングス,資本財
3121,マーチャント・バンカーズ,金融
3131,シンデン・ハイテックス,情報技術
3123,サイボー,一般消費財
3134,Ｈａｍｅｅ,一般消費財
3132,マクニカホールディングス,情報技術
3133,海帆,一般消費財
3135,マーケットエンタープライズ,一般消費財
3137,ファンデリー,コミュニケーション・サービス
313A,ｉシェアーズ　Ｓ＆Ｐ　５００　トップ　２０　ＥＴＦ,N/A
3138,富士山マガジンサービス,一般消費財
3139,ラクト・ジャパン,生活必需品
3143,オーウイル,生活必需品
3140,ＢＲＵＮＯ,一般消費財
3148,クリエイトＳＤホールディングス,ヘルスケア
314A,ｉシェアーズ　ゴールド　ＥＴＦ,N/A
3150,グリムス,公益事業
3151,バイタルケーエスケー・ホールディングス,ヘルスケア
3154,メディアスホールディングス,ヘルスケア
3153,八洲電機,資本財
315A,グローバルＸ　銀行　高配当－日本株式　ＥＴＦ,N/A
3157,ジオリーブグループ,素材
3159,丸善ＣＨＩホールディングス,一般消費財
3156,レスター,情報技術
3167,ＴＯＫＡＩホールディングス,資本財
3166,ＯＣＨＩホールディングス,一般消費財
3160,大光,生活必需品
3161,アゼアス,一般消費財
3172,ティーライフ,一般消費財
3168,ＭＥＲＦ,素材
316A,ｉＦｒｅｅＥＴＦ　ＦＡＮＧ＋,N/A
3169,ミサワ,一般消費財
3173,Ｃｏｍｉｎｉｘ,資本財
3176,三洋貿易,資本財
3174,ハピネス・アンド・ディ,一般消費財
3175,エー・ピーホールディングス,一般消費財
3177,ありがとうサービス,一般消費財
317A,エス・エム・エス・データテック,情報技術
3179,シュッピン,一般消費財
3178,チムニー,一般消費財
3180,ビューティガレージ,生活必需品
3181,買取王国,一般消費財
3184,ＩＣＤＡホールディングス,一般消費財
3185,夢展望,一般消費財
3183,ウイン・パートナーズ,ヘルスケア
3182,オイシックス・ラ・大地,一般消費財
3186,ネクステージ,一般消費財
3187,ミラタップ,一般消費財
3189,ＡＮＡＰホールディングス,一般消費財
318A,ＶＩＸ短期先物指数ＥＴＦ,N/A
3190,ホットマン,一般消費財
3191,ジョイフル本田,一般消費財
3193,エターナルホスピタリティグループ,一般消費財
3192,白鳩,一般消費財
3195,ジェネレーションパス,一般消費財
3196,ホットランドホールディングス,一般消費財
3197,すかいらーくホールディングス,一般消費財
3198,ＳＦＰホールディングス,一般消費財
3199,綿半ホールディングス,一般消費財
319A,技術承継機構,金融
3202,ダイトウボウ,一般消費財
3201,日本毛織,一般消費財
3204,トーア紡コーポレーション,資本財
320A,Ｄ＆Ｉ,資本財
3205,ダイドーリミテッド,一般消費財
321A,ヒューマンステージホールディングス,資本財
3221,ヨシックスホールディングス,一般消費財
3222,ユナイテッド・スーパーマーケット・ホールディングス,一般消費財
3224,ゼネラル・オイスター,一般消費財
3223,エスエルディー,一般消費財
3226,三井不動産アコモデーションファンド投資法人,不動産
322A,ヒメジ理化,素材
3231,野村不動産ホールディングス,不動産
3232,三重交通グループホールディングス,資本財
3234,森ヒルズリート投資法人,不動産
3237,イントランス,不動産
3236,プロパスト,不動産
323A,フライヤー,情報技術
3238,セントラル総合開発,不動産
3241,ウィル,不動産
3242,アーバネットコーポレーション,不動産
3245,ディア・ライフ,不動産
3246,コーセーアールイー,不動産
3248,アールエイジ,不動産
324A,ブッキングリゾート,一般消費財
3249,産業ファンド投資法人,不動産
3252,地主,不動産
325A,ＴＥＮＴＩＡＬ,一般消費財
3266,ファンドクリエーショングループ,金融
3261,グランディーズ,不動産
3267,フィル・カンパニー,資本財
3269,アドバンス・レジデンス投資法人,不動産
326A,ａｅｒｏ　ｌａｂ　ｉｎｔｅｒｎａｔｉｏｎａｌ,資本財
3276,ＪＰＭＣ,不動産
3271,ＴＨＥグローバル社,不動産
3277,サンセイランディック,不動産
3280,エストラスト,不動産
3279,アクティビア・プロパティーズ投資法人,不動産
3281,ＧＬＰ投資法人,不動産
3282,コンフォリア・レジデンシャル投資法人,不動産
3284,フージャースホールディングス,一般消費財
3283,日本プロロジスリート投資法人,不動産
3286,トラストホールディングス,資本財
3287,星野リゾート・リート投資法人,不動産
3288,オープンハウスグループ,不動産
328A,グローバルＸ　プライシングパワー・リーダーズ－日本株式　ＥＴＦ,N/A
3289,東急不動産ホールディングス,不動産
3290,Ｏｎｅリート投資法人,不動産
3293,アズマハウス,不動産
3292,イオンリート投資法人,不動産
3291,飯田グループホールディングス,一般消費財
3294,イーグランド,不動産
3295,ヒューリックリート投資法人,不動産
3297,東武住販,不動産
3296,日本リート投資法人,不動産
3299,ムゲンエステート,不動産
329A,ジールアソシエイツ,資本財
3300,アンビション　ＤＸ　ホールディングス,不動産
3302,帝国繊維,資本財
3309,積水ハウス・リート投資法人,不動産
3306,日本製麻,資本財
330A,ＴａｌｅｎｔＸ,資本財
3315,日本コークス工業,素材
331A,メディックス,コミュニケーション・サービス
3317,フライングガーデン,一般消費財
3320,クロスプラス,一般消費財
3321,ミタチ産業,情報技術
3326,ランシステム,一般消費財
3323,レカム,コミュニケーション・サービス
332A,ミーク,情報技術
3329,東和フードサービス,一般消費財
333A,テクノスマイル,資本財
3333,あさひ,一般消費財
334A,ビジュアル・プロセッシング・ジャパン,情報技術
3349,コスモス薬品,ヘルスケア
3353,メディカル一光グループ,資本財
3352,バッファロー,一般消費財
3350,メタプラネット,一般消費財
3355,クリヤマホールディングス,資本財
335A,ミライロ,情報技術
3358,Ｔｒａｉｌｈｅａｄ　Ｇｌｏｂａｌ　Ｈｏｌｄｉｎｇｓ,一般消費財
3359,ｃｏｔｔａ,一般消費財
3360,シップヘルスケアホールディングス,ヘルスケア
336A,ダイナミックマッププラットフォーム,コミュニケーション・サービス
3370,フジタコーポレーション,一般消費財
3361,トーエル,公益事業
3372,関門海,一般消費財
3374,内外テック,資本財
3371,ソフトクリエイトホールディングス,情報技術
3375,ＺＯＡ,情報技術
3386,コスモ・バイオ,ヘルスケア
3382,セブン＆アイ・ホールディングス,生活必需品
3387,クリエイト・レストランツ・ホールディングス,一般消費財
3377,バイク王＆カンパニー,一般消費財
338A,ＺｅｎｍｕＴｅｃｈ,情報技術
3388,明治電機工業,情報技術
3391,ツルハホールディングス,ヘルスケア
3392,デリカフーズホールディングス,生活必需品
3395,サンマルクホールディングス,一般消費財
3393,スターティアホールディングス,情報技術
3396,フェリシモ,一般消費財
3397,トリドールホールディングス,一般消費財
339A,プログレス・テクノロジーズ　グループ,情報技術
3399,丸千代山岡家,一般消費財
3401,帝人,資本財
3402,東レ,一般消費財
3405,クラレ,素材
340A,ジグザグ,資本財
3407,旭化成,資本財
3409,北紡,一般消費財
3415,ＴＯＫＹＯ　ＢＡＳＥ,一般消費財
3417,大木ヘルスケアホールディングス,ヘルスケア
3416,ピクスタ,一般消費財
3418,バルニバービ,一般消費財
341A,トヨコー,資本財
3421,稲葉製作所,一般消費財
3420,ケー・エフ・シー,資本財
3422,Ｊ－ＭＡＸ,一般消費財
3423,エスイー,資本財
3426,アトムリビンテック,資本財
3431,宮地エンジニアリンググループ,資本財
3433,トーカロ,資本財
3435,サンコーテクノ,資本財
3434,アルファＣｏ,一般消費財
3436,ＳＵＭＣＯ,情報技術
3437,特殊電極,資本財
343A,ＩＡＣＥトラベル,一般消費財
3440,日創グループ,資本財
3439,三ツ知,一般消費財
3441,山王,資本財
3443,川田テクノロジーズ,資本財
3444,菊池製作所,資本財
3448,清鋼材,N/A
3446,ジェイテックコーポレーション,ヘルスケア
3447,信和,資本財
3445,ＲＳ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,情報技術
3449,テクノフレックス,資本財
3450,サトウ産業,N/A
3452,ビーロット,不動産
3451,トーセイ・リート投資法人,不動産
3454,ファーストブラザーズ,金融
3457,Ａｎｄ　Ｄｏホールディングス,不動産
3459,サムティ・レジデンシャル投資法人,不動産
3455,ヘルスケア＆メディカル投資法人,不動産
345A,高配当成長　日本株（ネットリターン）ＥＴＮ,N/A
3461,パルマ,資本財
3463,いちごホテルリート投資法人,不動産
3462,野村不動産マスターファンド投資法人,不動産
3465,ケイアイスター不動産,不動産
3467,アグレ都市デザイン,不動産
3466,ラサールロジポート投資法人,不動産
3468,スターアジア不動産投資法人,不動産
3470,マリモ地方創生リート投資法人,不動産
346A,ＮＥＸＴ　ＦＵＮＤＳ　Ｓ＆Ｐ　５００　半導体・半導体製造装置３５％キャップ指数連動型上場投信,N/A
3469,デュアルタップ,不動産
3471,三井不動産ロジスティクスパーク投資法人,不動産
3474,Ｇ－ＦＡＣＴＯＲＹ,不動産
3475,グッドコムアセット,不動産
3472,日本ホテル＆レジデンシャル投資法人,不動産
3476,投資法人みらい,不動産
3477,フォーライフ,一般消費財
347A,ＧＲＯＷＴＨ　ＰＯＷＥＲ,資本財
3479,ティーケーピー,不動産
3480,ジェイ・エス・ビー,不動産
3482,ロードスターキャピタル,不動産
3481,三菱地所物流リート投資法人,不動産
3483,翔栄,N/A
3484,イノベーションホールディングス,不動産
3486,グローバル・リンク・マネジメント,不動産
3488,セントラル・リート投資法人,不動産
3487,ＣＲＥロジスティクスファンド投資法人,不動産
3489,フェイスネットワーク,不動産
348A,ＭＡＸＩＳ読売３３３日本株上場投信,N/A
3491,ＧＡ　ｔｅｃｈｎｏｌｏｇｉｅｓ,コミュニケーション・サービス
3490,アズ企画設計,不動産
3492,ＭＩＲＡＲＴＨ不動産投資法人,不動産
3494,マリオン,不動産
3496,アズーム,不動産
3495,香陵住販,不動産
3498,霞ヶ関キャピタル,資本財
349A,ＳＭＤＡＭ　Ａｃｔｉｖｅ　ＥＴＦ　日本グロース株式,N/A
3501,ＳＵＭＩＮＯＥ,一般消費財
351A,アクシスＩＴパートナーズ,情報技術
3512,日本フエルト,資本財
3513,イチカワ,素材
350A,デジタルグリッド,公益事業
352A,ＬＯＩＶＥ,一般消費財
3521,テルマー湯ホールディングス,不動産
3529,アツギ,一般消費財
3524,日東製網,一般消費財
3537,昭栄薬品,素材
3536,アクサスホールディングス,生活必需品
3538,ウイルプラスホールディングス,一般消費財
3539,ＪＭホールディングス,生活必需品
3541,農業総合研究所,生活必需品
3542,ベガコーポレーション,一般消費財
3543,コメダホールディングス,一般消費財
3544,サツドラホールディングス,ヘルスケア
3546,アレンザホールディングス,一般消費財
3547,串カツ田中ホールディングス,一般消費財
3548,バロックジャパンリミテッド,一般消費財
3549,クスリのアオキホールディングス,ヘルスケア
354A,ｉＦｒｅｅＥＴＦ　ブルームバーグ日本株高配当５０指数,N/A
3550,スタジオアタオ,一般消費財
3551,ダイニック,資本財
3556,リネットジャパングループ,一般消費財
3553,共和レザー,素材
3558,ジェイドグループ,一般消費財
3557,ユナイテッド＆コレクティブ,一般消費財
3559,ピーバンドットコム,情報技術
355A,ナウビレッジ,コミュニケーション・サービス
3560,ほぼ日,一般消費財
3562,Ｎｏ．１,資本財
3563,ＦＯＯＤ　＆　ＬＩＦＥ　ＣＯＭＰＡＮＩＥＳ,一般消費財
3561,力の源ホールディングス,一般消費財
3566,ユニフォームネクスト,一般消費財
3565,アセンテック,情報技術
356A,グローバルＸ　Ｓ＆Ｐ５００　キャッシュフロー・トップ１００　ＥＴＦ,N/A
3569,セーレン,一般消費財
3571,ソトー,一般消費財
3577,東海染工,一般消費財
357A,エフアンドエフ,ヘルスケア
3580,小松マテーレ,一般消費財
358A,ゼン・ランド,不動産
3591,ワコールホールディングス,一般消費財
3583,オーベクス,一般消費財
3593,ホギメディカル,ヘルスケア
359A,ＮＥＸＴ　ＳＴＡＧＥ,情報技術
3597,自重堂,一般消費財
3598,山喜,一般消費財
3607,クラウディアホールディングス,一般消費財
3600,フジックス,一般消費財
360A,東証ＲＥＩＴ　Ｃｏｒｅ　ＥＴＦ,N/A
3611,マツオカコーポレーション,一般消費財
3608,ＴＳＩホールディングス,一般消費財
3612,ワールド,一般消費財
3623,ビリングシステム,情報技術
361A,リビングハウス,一般消費財
3624,アクセルマーク,コミュニケーション・サービス
3622,ネットイヤーグループ,コミュニケーション・サービス
3625,テックファームホールディングス,情報技術
3626,ＴＩＳ,情報技術
3628,データホライゾン,ヘルスケア
3627,テクミラホールディングス,情報技術
362A,エクシオホールディングス,資本財
3632,グリーホールディングス,コミュニケーション・サービス
3633,ＧＭＯペパボ,情報技術
3634,ソケッツ,情報技術
3635,コーエーテクモホールディングス,コミュニケーション・サービス
3636,三菱総合研究所,情報技術
3639,ボルテージ,コミュニケーション・サービス
363A,ｉＦｒｅｅＥＴＦ　英国ＦＴＳＥ１００,N/A
3640,電算,情報技術
3641,パピレス,コミュニケーション・サービス
3646,駅探,コミュニケーション・サービス
3645,メディカルネット,コミュニケーション・サービス
3647,ジー・スリーホールディングス,公益事業
3648,ＡＧＳ,情報技術
364A,ＮＥＸＴ　ＦＵＮＤＳ　Ｓ＆Ｐ　５００　配当貴族指数連動型上場投信,N/A
3649,ファインデックス,ヘルスケア
3653,モルフォ,情報技術
3652,ディジタルメディアプロフェッショナル,情報技術
3655,ブレインパッド,情報技術
3656,ＫＬａｂ,コミュニケーション・サービス
3659,ネクソン,コミュニケーション・サービス
3657,ポールトゥウィンホールディングス,情報技術
365A,伊澤タオル,N/A
3661,エムアップホールディングス,コミュニケーション・サービス
3660,アイスタイル,一般消費財
3662,エイチームホールディングス,コミュニケーション・サービス
3663,セルシス,情報技術
3664,モブキャストホールディングス,コミュニケーション・サービス
3665,エニグモ,一般消費財
3667,ｅｎｉｓｈ,コミュニケーション・サービス
3668,コロプラ,コミュニケーション・サービス
366A,ウェルネス・コミュニケーションズ,ヘルスケア
3670,協立情報通信,情報技術
3671,ソフトマックス,ヘルスケア
3674,オークファン,コミュニケーション・サービス
3672,オルトプラス,コミュニケーション・サービス
3673,ブロードリーフ,情報技術
3675,クロス・マーケティンググループ,コミュニケーション・サービス
3679,じげん,コミュニケーション・サービス
367A,プリモグローバルホールディングス,一般消費財
3678,メディアドゥ,コミュニケーション・サービス
3676,デジタルハーツホールディングス,情報技術
3682,エンカレッジ・テクノロジ,情報技術
3681,ブイキューブ,情報技術
3683,サイバーリンクス,情報技術
3680,ホットリンク,情報技術
3686,ディー・エル・イー,コミュニケーション・サービス
368A,北里コーポレーション,ヘルスケア
3687,フィックスターズ,情報技術
3690,イルグルム,コミュニケーション・サービス
3691,デジタルプラス,コミュニケーション・サービス
3692,ＦＦＲＩセキュリティ,情報技術
3694,オプティム,情報技術
3695,ＧＭＯプロダクトプラットフォーム,情報技術
3696,セレス,資本財
3697,ＳＨＩＦＴ,情報技術
369A,エータイ,資本財
3698,ＣＲＩ・ミドルウェア,コミュニケーション・サービス
3708,特種東海製紙,素材
370A,リバイブル,不動産
3710,ジョルダン,情報技術
3712,情報企画,情報技術
3719,ＡＩストーム,資本財
371A,デージーネット,情報技術
3723,日本ファルコム,コミュニケーション・サービス
3726,フォーシーズＨＤ,一般消費財
372A,レント,資本財
3727,アプリックス,情報技術
3733,ソフトウェア・サービス,ヘルスケア
373A,リップス,一般消費財
3741,セック,情報技術
3744,サイオス,情報技術
3747,インタートレード,金融
374A,樋口総合研究所,情報技術
3750,ＡＤＲ１２０Ｓ,ヘルスケア
375A,ＹＡＫホールディングス,不動産
3753,フライトソリューションズ,情報技術
3758,アエリア,コミュニケーション・サービス
3763,プロシップ,情報技術
3762,テクマトリックス,情報技術
3760,ケイブ,コミュニケーション・サービス
3765,ガンホー・オンライン・エンターテイメント,コミュニケーション・サービス
3768,リスクモンスター,資本財
3766,システムズ・デザイン,情報技術
3769,ＧＭＯペイメントゲートウェイ,情報技術
376A,ＮＥＸＴ　ＦＵＮＤＳ　ブルームバーグ米国国債（７－１０年）インデックス（７５％為替ヘッジあり）連動型上場投信,N/A
3771,システムリサーチ,情報技術
3772,ウェルス・マネジメント,不動産
3777,環境フレンドリーホールディングス,情報技術
3776,ブロードバンドタワー,コミュニケーション・サービス
3774,インターネットイニシアティブ,コミュニケーション・サービス
3773,アドバンスト・メディア,情報技術
3778,さくらインターネット,情報技術
3779,ジェイ・エスコムホールディングス,一般消費財
3788,ＧＭＯグローバルサイン・ホールディングス,情報技術
3787,テクノマセマティカル,情報技術
378A,ヒット,コミュニケーション・サービス
3796,いい生活,情報技術
3793,ドリコム,コミュニケーション・サービス
3791,ＩＧポート,コミュニケーション・サービス
379A,グローバルＸ　Ｓ＆Ｐ５００　ＥＴＦ（ダイナミック・プロテクション）,N/A
3798,ＵＬＳグループ,情報技術
3800,ユニリタ,情報技術
3799,キーウェアソリューションズ,情報技術
3802,エコミック,資本財
3803,イメージ情報開発,情報技術
380A,グローバルＸ　チャイナテック　ＥＴＦ,N/A
3804,システム　ディ,情報技術
3807,フィスコ,金融
3810,サイバーステップホールディングス,コミュニケーション・サービス
3815,メディア工房,コミュニケーション・サービス
3817,ＳＲＡホールディングス,情報技術
3816,大和コンピューター,情報技術
381A,ｉＦｒｅｅＥＴＦ　米国国債３－５年（為替ヘッジなし）,N/A
3825,リミックスポイント,公益事業
3826,システムインテグレータ,情報技術
3823,ＴＨＥ　ＷＨＹ　ＨＯＷ　ＤＯ　ＣＯＭＰＡＮＹ,情報技術
382A,ｉＦｒｅｅＥＴＦ　米国国債３－５年（為替ヘッジあり）,N/A
3834,朝日ネット,コミュニケーション・サービス
3835,ｅＢＡＳＥ,情報技術
3837,アドソル日進,情報技術
3836,アバントグループ,情報技術
383A,ＭＡＸＩＳ　Ｓ＆Ｐ５００均等ウェイト上場投信,N/A
3839,ＯＤＫソリューションズ,情報技術
3840,パス,資本財
3841,ジーダット,情報技術
3842,ネクストジェン,コミュニケーション・サービス
3843,フリービット,コミュニケーション・サービス
3844,コムチュア,情報技術
3845,アイフリークモバイル,コミュニケーション・サービス
3848,データ・アプリケーション,情報技術
3850,エヌ・ティ・ティ・データ・イントラマート,情報技術
3851,日本一ソフトウェア,コミュニケーション・サービス
3853,アステリア,情報技術
3854,アイル,情報技術
3858,ユビキタスＡＩ,情報技術
3856,Ａｂａｌａｎｃｅ,情報技術
385A,山本通産,素材
3864,三菱製紙,素材
3865,北越コーポレーション,素材
3861,王子ホールディングス,素材
3863,日本製紙,素材
386A,みのや,一般消費財
3877,中越パルプ工業,素材
387A,フラー,情報技術
3878,巴川コーポレーション,素材
3880,大王製紙,素材
3891,ニッポン高度紙工業,情報技術
3892,岡山製紙,素材
3895,ハビックス,素材
3896,阿波製紙,素材
3900,クラウドワークス,資本財
389A,八光オートメーション,資本財
3901,マークラインズ,コミュニケーション・サービス
3902,メディカル・データ・ビジョン,ヘルスケア
3903,ｇｕｍｉ,コミュニケーション・サービス
3904,カヤック,コミュニケーション・サービス
3905,データセクション,情報技術
3907,シリコンスタジオ,コミュニケーション・サービス
3908,コラボス,情報技術
3910,エムケイシステム,情報技術
3909,ショーケース,情報技術
3911,Ａｉｍｉｎｇ,コミュニケーション・サービス
3913,ＧｒｅｅｎＢｅｅ,情報技術
3914,ＪＩＧ－ＳＡＷ,情報技術
3912,モバイルファクトリー,コミュニケーション・サービス
3915,テラスカイ,情報技術
3918,ＰＣＩホールディングス,情報技術
3916,デジタル・インフォメーション・テクノロジー,情報技術
3917,アイリッジ,情報技術
3920,アイビーシー,情報技術
3923,ラクス,情報技術
3921,ネオジャパン,情報技術
3922,ＰＲ　ＴＩＭＥＳ,コミュニケーション・サービス
3924,ランドコンピュータ,情報技術
3925,ダブルスタンダード,情報技術
3926,オープンドア,コミュニケーション・サービス
3927,フーバーブレイン,情報技術
3928,マイネット,コミュニケーション・サービス
3929,ソーシャルワイヤー,コミュニケーション・サービス
